"vis" "X__2" "X__3" "X__4" "X__5" "X__6" "X__7" "X__8" "X__9" "X__10" "X__11" "X__12" "X__13" "X__16" "X__17" "X__18" "X__19" "X__20" "X__21" "X__22" "X__23" "X__24" "X__25" "X__26" "X__27" "X__29" "X__30" "X__31" "X__32" "X__33" "X__34" "X__35" "X__36" "X__37" "X__38" "X__39" "X__40" "X__43" "X__44" "X__45" "X__46" "X__47" "X__48" "X__49" "X__50" "X__51" "X__53" "X__54" "X__55" "X__56" "X__57" "X__58" "X__59" "X__64" "X__65" "X__66" "X__67" "X__68" "X__69" "X__70" "X__71" "X__72" "X__73" "X__74" "X__75" "X__76" "X__78" "X__81" "X__82" "X__83" "X__84" "X__86" "X__87" "X__88" "X__89" "X__90" "X__91" "X__92" "X__93" "X__94" "X__95" "X__96" "X__98" "X__99" "X__100" "X__101" "X__103" "X__104" "X__106" "X__108" "X__109" "X__110" "X__111" "X__112" "X__113" "X__114" "X__115" "X__116" "X__117" "X__118" "X__119" "X__120" "X__121" "X__122" "X__123" "X__124" "X__125" "X__127" "X__128" "X__130" "X__131" "X__132" "X__133" "X__135" "X__136" "X__138"
"6080" 3 0 0 9 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 5 1.5 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61.6 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 1.5 6
"6081" 3 0 0 8 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 5 2 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61.6 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 4
"6083" 5 0 0 14.75 0 0 0 8.55 0 0 0 0 0 0 0 1.01 0 2.1 0 0 0 0 0 0 0 0 0.09 0 0 0 0 0 1.2 0 0 22.76 0 0 0 0 0 0 0 0 0 0.18 1.03 0 0 0 0.68 0 3.26 0.18 0 0 0.64 0 0 0 0 0 0 6.68 0 0.3 0 1.18 0 0 0 0.36 0 0.12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31.48 0 0 0 0 0 0.07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 3.21
"6084" 2 0.11 0 9 0 0 0 11 0 0.11 0 0 0 0 0 1.2 0 1.22 0 0 0.16 0 0 0.17 0 0.15 0 0 0.05 0 0 0 2 0 0 19.78 0 0 0 0 0 0 0 0 0 0 0.55 0 0 0 0.64 0 3.5 0.12 0 0 9 0 0 0 0 0 0 0.00901 0 0.42 0 1.06 0 0 0 1.14 0 0.16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32.02 0 0 0 0 0 0 0 0.08 0 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0.04 6.16
"6085" 5 0 0 14.54 0 0 0 8.57 0 0 0 0 0 0 0 1.01 0 2.11 0 0 0 0 0 0 0 0 0.09 0 0 0 0 0 1.2 0 0 19.46 0 0 0 0 0 0 0 0 0 0.18 1.04 0 0 0 0.68 0 3.27 0.18 0 0 0.65 0 0 0 0 0 0 6.69 0 0.3 0 1.18 0 0 0 0.36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35.04 0 0 0 0 0 0.07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.06 3.22
"6086" 37497 0 0 20 0 0 0 9.34 0 0 0 0 0 0 0 4.77 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.006 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60.8 0 0 0 0.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6087" 44085 0 0 21.49 0 0 0 8.02 0 0 0 0 0 0 0 4.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60.67 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6091" 40229 0 0 17.09 0 0 0 12.29 0 0 0 0 0 0 0 2.57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.006 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 62.27 0 0 0 0.01 0 0.001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6092" 30574 0 0 18.6 0 0 0 10.46 0 0 0 0 0 0 0 4.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.006 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60.72 0 0 0 0.02 0 0.001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6093" 35014 0 0 15.49 0 0 0 12.5 0 0 0 0 0 0 0 3.59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 62.67 0 0 0 0.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6094" 77705 0 0 17.28 0 0 0 9.49 0 0 0 0 0 0 0 3.57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.02 0 0 0 0 0 63.47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6096" 109015 0 0 16.3 0 0 0 10.48 0 0 0 0 0 0 0 7.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 63.63 0 0 0 0.18 0 0 0 0.85 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6097" 107349 0 0 16.4 0 0 0 10.13 0 0 0 0 0 0 0 7.68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 63.62 0 0 0 0.16 0 0 0 0.94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6098" 775 0 0 0.16 0 0 0 0.72 0 0 0 0 0 0 0 7.32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.16 0 0 0 1.96 0 0 0.04 0 0 0 0 0 0 0 0 0 7.05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.46 0 0 0 0 0 67.18 0 0 0 0 0 0 0 3.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.97 0
"6099" 60171 0 0 15 0 0 0 10 0 3 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 59 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"6100" 92629 0 0 13.5 0 0 0 8 0 15.5 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 55 0 0 0 0 0 0 0 2 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0.5 0
"6101" 138445 0 0 16 0 0 0 10 0 1 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 63 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6102" 121153 0 0 16 0 0 0 8 0 10 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 58 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6103" 70039 0 0 15 0 0 0 10 0 5 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 59 0 0 0 0 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"6105" 3795 0 0 6.99 0 0 0 13.09 0 0 0 0 0 0 0 2.19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003 0 0 0 0 0 0 0 0 0 0 1.89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.29 0 0 0 0 0 68.79 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6106" 3017 0 0 6.99 0 0 0 13.09 0 0 0 0 0 0 0 0.59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003 0 0 0 0 0 0 0 0 0 0 3.49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.29 0 0 0 0 0 68.79 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6108" 3406 0 0 7.99 0 0 0 13.09 0 0 0 0 0 0 0 0.59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.003 0 0 0 0 0 0 0 0 0 0 1.99 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.29 0 0 0 0 0 66.49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.59 0
"6110" 2727 0 0 7.54 0 0 0 13.17 0 0 0 0 0 0 0 2.21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00302 0 0 0 0 0 0 0 0 0 0 3.01 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 6.23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 67.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6111" 1303 0 0 1.72 0 0 0 0 0 0 0 0 0 0 0 7.57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.08 0 0 0 0 0 0 0 0 0 14.64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 71.98 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6113" 4469 0 0 7 0 0 0 0 0 9 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 4.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 54.7 0 0 0 0 0 0.2 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.5
"6114" 4815 0 0 2 0 0 0 0 0 0.2 0 0 0 0 0 4.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 5.8 0 0 0 0 0 0 8.2 0 0 0 0 0 0 0 0 0 2.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 67.3 0 0 0 0 0 0.2 0 9.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6115" 4300 0 0 2.1 0 0 0 0 0 0.4 0 0 0 0 0 4.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 5.8 0 0 0 0 0 0 7.5 0 0 0 0 0 0 0 0 0 2.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 69 0 0 0 0 0 0.1 0 8.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2
"6116" 5950 0 0 1.6 0 0 0 0 0 0.2 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 5.9 0 0 0 0 0 0 6.7 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 68.4 0 0 0 0 0 0.1 0 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6119" 6103 0 0 2 0 0 0 0 0 0.2 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 5.8 0 0 0 0 0 0 6.7 0 0 0 0 0 0 0 0 0 2.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 66.8 0 0 0 0 0 0.1 0 12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"6120" 19547 0 0 6.5 0 0 0 0 0 0.1 0 0 0 0 0 2.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 6.9 0 0 0 0 0 0 4.6 0 0 0 0 0 0 0 0 0 3.6 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 67.3 0 0 0 0 0 0.1 0 6.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5
"6121" 7145 0 0 3.7 0 0 0 0 0 0.1 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 6.8 0 0 0 0 0 0 0 0 0 3.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 66 0 0 0 0 0 0.1 0 13.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5
"6122" 11313 0 0 8.21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.86 0 0 0 0 0 0 7.51 0 0 0 0 0 0 0 0 0 4.99 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 63.34 0 0 0 0 0 0 0 0 0 0 0 0 5.05 0 0 0 0 0 0 0 0 0 0 0 0
"6123" 8725 0 0 9.21 0 0 0 0 0 6.92 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.21 0 0 0 0 0 0 6.67 0 0 0 0 0 0 0 0 0 4.66 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 57.89 0 0 0 0 0 0 0 0 0 0 0 0 5.41 0 0 0 0 0 0 0 0 0 0 0 0
"6124" 5932 0 0 6.79 0 0 0 0 0 8.03 0 0 0 0 0 4.96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.59 0 0 0 0 0 0 1.98 0 0 0 0 0 0 0 0 0 4.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 57.46 0 0 0 0 0 0 0 6.88 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.06
"6125" 4673 0 0 0.97 0 0 0 0 0 0.13 0 0 0 0 0 10.92 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.61 0 0 0 0 0 0.01 0.29 0 0 0 0 0 0 0 0 0 4.67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 66.19 0 0 0 0 0 0 0 7.16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.01
"6126" 5137 0 0 0.71 0 0 0 0 0 7.56 0 0 0 0 0 5.68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.4 0 0 0 0 0 0 4.08 0 0 0 0 0 0 0 0 0 4.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 62.1 0 0 0 0 0 0 0 5.11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.06
"6127" 4673 0 0 0.7 0 0 0 0 0 2.57 0 0 0 0 0 5.61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.4 0 0 0 0 0 0 4.03 0 0 0 0 0 0 0 0 0 4.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 63.92 0 0 0 0 0 0 0 8.44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.01
"6128" 4673 0 0 0.7 0 0 0 0 0 4.95 0 0 0 0 0 5.62 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.4 0 0 0 0 0 0 4.04 0 0 0 0 0 0 0 0 0 4.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 64.05 0 0 0 0 0 0 0 5.89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.02
"6129" 3 0 0 4.4 0 0 0 0 0 0 0 0 0 0 0 8.4 4.9 0 0 0 0 0 0 0 0 0 0 0 0.3 0 0 0 0 0 0 2.5 0 31.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 0
"6131" 10 0 0 3.79 0 0 0 0 0 0 0 0 0 0 0 7.29 4.29 0 0 0 0 0 0 0 0 0 0 0 0.29 0 0 0 0 0 0 2.19 0 27.57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36.76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10.88 0
"6133" 30 0 0 0 0 0 0 14.6 0 0 0 0 0 0 0 15.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6134" 15 0 0 0 0 0 0 17.4 0 0 0 0 0 0 0 13.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6135" 11 0 0 0 0 0 0 21.1 0 0 0 0 0 0 0 8.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6136" 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17.37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9.74 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33.88 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38.99 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6137" 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6138" 1737 0 0 3.52 0 0 0 0 0 9.02 0 0 0 0 0 4.86 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.47 0 0 0 0 0 0 3.26 0 0 0 0 0 0 0 0 0 2.73 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 59.46 0 0 0 0.22 0 0 0 4.42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6139" 6537 0 0 5.09 0 0 0 1.82 0 0 0 0 0 0 0 2.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.18 0 0 0 0 0 0 7.02 0 0 0 0 0 0 0 0 0 2.94 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 64.29 0 0 0 0.23 0 0 0 1.64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6140" 11724 0 0 7.4 0 0 0 0.83 0 0 0 0 0 0 0 2.97 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.39 0 0 0 0 0 0 3.5 0 0 0 0 0 0 0 0 0 3.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 66.19 0 0 0 0.16 0 0 0 3.76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6141" 21370 0 0 10.36 0 0 0 0.82 0 0 0 0 0 0 0 2.93 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.25 0 0 0 0 0 0 3.45 0 0 0 0 0 0 0 0 0 3.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 63.57 0 0 0 0.16 0 0 0 3.71 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6142" 12912 0 0 6.86 0 0 0 0.77 0 0 0 0 0 0 0 2.84 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.65 0 0 0 0 0 0 4.42 0 0 0 0 0 0 0 0 0 3.03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 65.47 0 0 0 0.23 0 0 0 1.68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6143" 12446 0 0 6.9 0 0 0 0.78 0 0 0 0 0 0 0 3.42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.23 0 0 0 0 0 0 4.43 0 0 0 0 0 0 0 0 0 3.04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 65.69 0 0 0 0.23 0 0 0 2.24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"6144" 12210 0 0 8.32 0 0 0 1.6 0 0 0 0 0 0 0 2.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.43 0 0 0 0 0 0 4.35 0 0 0 0 0 0 0 0 0 2.99 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 63.57 0 0 0 0.23 0 0 0 1.65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
