"X__2","X__4","X__5","X__8","X__17","X__18","X__36","X__39","X__48","X__53","X__59","X__64","X__70","X__71","X__74","X__96","X__109","X__113","X__117","autres"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.23,0,68.77,0,0,0
0,1.7,0,12.73,0,4.5,3,12.5,0,0,3,0,0,0,11,0,42.02,0,0,9.55
0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.44,0,67.56,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.62,0,67.38,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.2,0,66.8,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.77,0,66.23,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.31,0,65.69,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.72,0,64.28,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6,0,63.4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.12,0,62.88,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.14,0,61.86,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.67,0,57.33,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.42,0,52.58,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.89,0,79.11,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.58,0,74.42,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.53,0,69.47,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.25,0,64.75,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.91,0,59.09,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.15,0,54.85,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.04,0,49.96,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.92,0,78.07,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.87,0,75.12,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.78,0,74.21,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,0,73.39,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,0,73.19,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.42,0,71.57,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.74,0,70.25,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.76,0,68.23,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.88,0,67.11,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.18,0,66.81,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.79,0,66.2,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.29,0,65.7,0,0,0.00999999999999091
0,0,0,18.97,0,0,0,0,0,0,0,0,0,0,19.57,0,61.46,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9,0,65.09,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.71,0,63.28,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.74,0,60.25,0,0,0.00999999999999091
0,4.33,0,18.97,0,0,0,0,0,0,0,0,0,0,15.24,0,61.46,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.53,0,77.46,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.06,0,75.93,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,0,73.29,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,0,72.89,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.14,0,69.85,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.17,0,67.82,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.99,0,66,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2,0,64.79,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.31,0,63.68,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.75,0,58.24,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.77,0,52.22,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.56,0,56.43,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.77,0,49.22,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,16.61,0,0,0,0,0,83.38,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,17.77,0,0,0,0,0,82.22,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,19.39,0,0,0,0,0,80.6,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,19.96,0,0,0,0,0,80.03,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,21.78,0,0,0,0,0,78.21,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,23.89,0,0,0,0,0,76.1,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,25.92,0,0,0,0,0,74.07,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,0,80,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.75,0,69.24,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.58,0,66.41,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,63.07,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,23.91,0,0,0,0,0,0,76.08,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,26.63,0,0,0,0,0,0,73.36,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,29.91,0,0,0,0,0,0,70.08,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,32.87,0,0,0,0,0,0,67.12,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,36.58,0,0,0,0,0,0,63.41,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,38.68,0,0,0,0,0,0,61.31,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,41.55,0,0,0,0,0,0,58.44,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,43.57,0,0,0,0,0,0,56.42,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,17.56,0,0,0,0,0,82.43,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,19.67,0,0,0,0,0,80.32,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,21.12,0,0,0,0,0,78.87,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,24.89,0,0,0,0,0,75.1,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,28.92,0,0,0,0,0,71.07,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.58,0,74.41,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.61,0,72.38,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65,0,69.34,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.69,0,66.3,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7,0,64.29,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,24.17,0,0,0,0,0,0,75.82,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,31.03,0,0,0,0,0,0,68.96,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,35.04,0,0,0,0,0,0,64.95,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,44.01,0,0,0,0,0,0,55.98,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.23,0,77.76,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.74,0,77.25,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.94,0,77.05,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.14,0,76.85,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.96,0,76.03,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.36,0,75.63,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.58,0,74.41,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,0,73.09,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.12,0,71.87,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.32,0,71.67,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.94,0,70.05,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.46,0,68.53,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.66,0,68.33,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.27,0,67.72,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.37,0,67.62,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.28,0,66.71,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.79,0,66.2,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.39,0,65.6,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.49,0,65.5,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.7,0,65.29,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.1,0,64.89,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.51,0,63.48,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.02,0,62.97,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.12,0,61.87,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.64,0,60.35,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.65,0,57.34,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.76,0,55.23,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,22.46,0,0,0,0,0,0,77.53,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,24.95,0,0,0,0,0,0,75.04,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,26.75,0,0,0,0,0,0,73.24,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,27.65,0,0,0,0,0,0,72.34,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,28.66,0,0,0,0,0,0,71.33,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,29.79,0,0,0,0,0,0,70.2,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,29.54,0,0,0,0,0,0,70.45,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,30.03,0,0,0,0,0,0,69.96,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,30.53,0,0,0,0,0,0,69.46,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,31.52,0,0,0,0,0,0,68.47,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,32.99,0,0,0,0,0,0,67,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,33.96,0,0,0,0,0,0,66.03,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,36.82,0,0,0,0,0,0,63.17,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,37.52,0,0,0,0,0,0,62.47,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,38.57,0,0,0,0,0,0,61.42,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,40.41,0,0,0,0,0,0,59.58,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,41.55,0,0,0,0,0,0,58.44,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,42.45,0,0,0,0,0,0,57.54,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,42.67,0,0,0,0,0,0,57.32,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,43.34,0,0,0,0,0,0,56.65,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,43.9,0,0,0,0,0,0,56.09,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,44.45,0,0,0,0,0,0,55.54,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,45.11,0,0,0,0,0,0,54.88,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,45.88,0,0,0,0,0,0,54.11,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,48.15,0,0,0,0,0,0,51.84,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,49.21,0,0,0,0,0,0,50.78,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,52.55,0,0,0,0,0,0,47.44,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,0,84.59,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.05,0,81.94,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.29,0,79.7,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.68,0,74.31,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.66,0,68.33,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.29,0,65.7,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.92,0,63.07,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.45,0,58.54,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,66.67
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.76,0,0,71.24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.01,0,0,75.99
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2,0,0,78.8
0,0,0,32.8,0,0,0,0,0,0,10.56,0,0,0,0,0,56.64,0,0,0
0,0,0,28.15,0,0,0,0,0,0,0,0,4.45,0,18.8,0,48.6,0,0,0
0,14.12,0,8,0,5,0,8,0,0,4,0,0,0,11.3,0,41.48,0,0,8.10000000000001
0,8.83,0,16.5,0,5,0,8,0,0,4,0,0,0,7.07,0,40,0,0,10.6
0,8.75,0,11,0,3.96,0,8,0,0,4,0,2.2,0,7,0,44.99,0,0,10.1
0,3.5,0,8,0,5,0,2,0,0,4,0,1.6,0,7.2,0,58.5,0,0,10.2
0,2,0,8,0,5,0,8,0,0,4,0,1.6,0,20,0,41.3,0,0,10.1
0,7.64,0,11.4,0,3.96,0,2,0,0,1,0,1.8,0,20,0,45.1,0,0,7.09999999999999
0,2,0,16.5,0,2,0,8,0,0,1,0,0,0,14.45,0,52.95,0,0,3.09999999999999
0,8.75,0,8,0,2.88,0,8,0,0,4,0,1.6,0,7,0,50.17,0,0,9.59999999999999
0,8.61,0,8,0,2,0,8,0,0,1,0,1.11,0,20,0,46.68,0,0,4.59999999999999
0,6.29,0,12.28,0,3.6,0,5.18,0,0,2.35,0,0.91,0,13.11,0,48.2,0,0,8.08
0,2,0,8,0,5,0,8,0,0,1,0,0,0,14.95,0,53.45,0,0,7.59999999999999
0,2,0,16.5,0,5,0,3.5,0,0,4,0,2.2,0,7,0,50.2,0,0,9.59999999999999
0,10.67,0,16.5,0,5,0,2,0,0,4,0,2.2,0,8.53,0,40,0,0,11.1
0,2,0,13.7,0,5,0,2,0,0,4,0,2.2,0,20,0,40,0,0,11.1
0,7.99,0,11.05,0,4,0,6.23,0,0,2.5,0,1.67,0,9.54,0,48.33,0,0,8.69
0,6.43,0,9.67,0,3.5,0,4.03,0,0,3.04,0,0.1,0,11.27,0,54.12,0,0,7.84
0,6.71,0,12.04,0,4.43,0,7.36,0,0,3.23,0,1.58,0,14.71,0,43.01,0,0,6.93000000000001
0,2.29,0,12.41,0,4,0,3.38,0,0,3.19,0,0,0,13.92,0,53.25,0,0,7.56
0.38,4.99,0,14.28,0,2.45,0.3,5.95,0,0.07,1.79,2.56,0,0,12.9,0,46.43,0,0,8.28
0,6.3,0,17,0,4.5,3,4,0,0,1,0,0,0,11.65,0,41,0,0,11.55
0,1.7,0,12,0,4.5,0,4.25,0,0,3,0,0,0,11,0,52,0,0,11.55
0,1.7,0,12.2,0,1.5,3,12.5,0,0,1,3,0,0,11,0,44.55,0,0,9.55
0,6.08,0,12,0,1.5,3,4,0,0,3,3,0,0,11.88,0,43.99,0,0,11.55
0,3.75,0,13.64,0,2.93,1.5,7.5,0,0,2.03,1.19,0,0,13.79,0,45.43,0,0,8.23999999999999
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,8
0,0,0,48.22,0,0,0,0,0,0,0,0,0,0,0,0,51.75,0,0,0.0300000000000011
0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.45,0,81.24,0,0,0.310000000000002
0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.1,0,65.59,0,0,0.310000000000002
0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.25,0,47.44,0,0,0.310000000000002
0,0,0,74.77,0,0,0,0,0,0,0,0,0,0,0,0,25.22,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.53,0,0,8.47
0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.15,0,65.84,0,0,0.00999999999999091
0,0,0,19,0,4.5,0,0,0,0,3,0,0,0,15.5,0,58,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,85,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,80,0,0,0
0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,34.99,0,62.21,0,0,0.00999999999999091
0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,36.5,0,57.77,0,0,0.019999999999996
0,10.64,0,0,0,0,0,0,0,0,0,0,0,0,38.85,0,50.5,0,0,0.00999999999999091
0,16.1,0,0,0,0,0,0,0,0,0,0,0,0,39.75,0,44.13,0,0,0.019999999999996
0,3.51,0,0,0,8.84,0,0,0,1.11,0,0.4,0,0,22.38,0,63.76,0,0,0
