"X__2","X__4","X__5","X__8","X__17","X__18","X__36","X__39","X__48","X__53","X__59","X__64","X__70","X__71","X__74","X__96","X__109","X__113","X__117","autres"
0,0,0,0.99,0,7.09,0,0,0,0,0,4.89,0,0,12.88,0,73.92,0,0,0.230000000000004
0,0,0,2.8,0,7.01,0,0,0,0,0,4.9,0,0,10.82,0,74.24,0,0,0.230000000000004
0,2.74,0,0.89,0,10.66,0,0.14,0,1.18,0,0.62,0,0,11.97,0,70.83,0,0,0.969999999999999
0,2.59,0,0.85,0,6.04,0,0.06,0,0.98,0,4.04,0,0,12.66,0,72.17,0,0,0.609999999999999
0,1.04,0,0.45,0,5.56,0,0.06,0,0.45,0,3.34,0,0,15.66,0,73.14,0,0,0.299999999999997
0,0.88,0,0.54,0,10.74,0,0.07,0,0.29,0,0.59,0,0,14.96,0,71.29,0,0,0.639999999999986
0,3.66,0,0.86,0,6.32,0,0.06,0,2.19,0,4.29,0,0,12.51,0,69.49,0,0,0.620000000000005
0,1.1,0,0.64,0,9.83,0,0.12,0,0.26,0,0.69,0,0,15.38,0,71.33,0,0,0.650000000000006
0,1.43,0,0,0,7.26,0,0.06,0,0.28,0,4.81,0,0,14.08,0,71.59,0,0,0.489999999999995
0,1.61,0,0.76,0,5.6,0,0.1,0,0.89,0,4.07,0,0,17.7,0,69.1,0,0,0.170000000000002
0,0,0,0,0,6.01,0,0,0,0,0,4.21,0,0,18.05,0,71.51,0,0,0.219999999999999
0,0,0,0,0,6.01,0,0,0,2,0,4.11,0,0,15.94,0,71.81,0,0,0.129999999999995
0,0,0,0,0,5.92,0,0,0,4.01,0,4.21,0,0,13.95,0,71.78,0,0,0.129999999999995
0,0,0,0,0,5.91,0,0,0,6.01,0,4.21,0,0,11.93,0,71.81,0,0,0.129999999999995
0,0,0,0,0,7.11,0,0,0,2,0,4.9,0,0,11.92,0,73.84,0,0,0.22999999999999
0,0,0,0,0,7.11,0,0,0,4,0,4.9,0,0,9.91,0,73.84,0,0,0.239999999999995
0,0,0,0,0,7.12,0,0,0,6.01,0,4.91,0,0,7.92,0,73.82,0,0,0.220000000000013
0,0,0,0,0,9.41,0,0,0,0,0,6.41,0,0,13.92,0,69.43,0,0,0.829999999999998
0,0,0,0,0,9.43,0,0,0,2.1,0,6.42,0,0,11.94,0,69.97,0,0,0.140000000000001
0,0,0,0,0,9.33,0,0,0,4.01,0,6.52,0,0,10.04,0,69.97,0,0,0.129999999999995
0,0,0,0,0,9.42,0,0,0,6.01,0,6.51,0,0,8.02,0,69.9,0,0,0.140000000000001
0,0,0,0,0,6.09,0,0,0,0,2.09,4.19,0,0,13.98,0,73.42,0,0,0.230000000000004
0,0,0,0,0,6.1,0,0,0,0,4.2,4.2,0,0,12,0,73.3,0,0,0.200000000000003
0,0,0,0,0,6.1,0,0,0,0,6.3,4.2,0,0,10,0,73.2,0,0,0.200000000000003
0,0,0,0,0,7.3,0,0,0,0,2.1,5.1,0,0,12,0,73.3,0,0,0.200000000000003
0,0,0,0,0,7.3,0,0,0,0,4.3,5,0,0,10,0,73.2,0,0,0.200000000000003
0,0,0,0,0,7.1,0,0,0,0,6.4,4.9,0,0,8,0,73.37,0,0,0.22999999999999
0,17.3,0,0,0,34.67,0,0,0,0,0,2.91,0,0,0,0,39.31,0,0,5.81
0,16.67,0,0,0,36.34,0,0,0,0,0,3.04,0,0,0,0,37.81,0,0,6.13999999999999
0,14.99,0,0,0,33.74,0,0,0,0,0,3.03,0,0,0,0,37.58,0,0,10.66
0,25.83,0,0,0,29.33,0,0,0,0,0,4.37,0,0,0,0,36,0,0,4.47
0,16.76,0,0,0,27.2,0,0,0,0,0,5,0,0,0,0,41.69,0,0,9.34999999999999
0,19.24,0,0,0,24.83,0,0,0,0,0,4.3,0,0,0,0,38.28,0,0,13.35
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,77.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.85,0,0,77.15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.28,0,0,74.72
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.77,0,0,73.23
0,2,0,0,0,8,0,0,0,0,0,3,0,0,15,0,72,0,0,0
0,2,0,0,0,10,0,0,0,0,0,3,0,0,13,0,72,0,0,0
0,2,0,0,0,11,0,0,0,0,0,3,0,0,12,0,72,0,0,0
0,1,0,0,0,5,0,0,0,0,0,3,0,0,16,0,75,0,0,0
0,1,0,0,0,7,0,0,0,0,0,3,0,0,14,0,75,0,0,0
0,1,0,0,0,9,0,0,0,0,0,3,0,0,12,0,75,0,0,0
0,3,0,0,0,5,0,0,0,0,0,3,0,0,16,0,73,0,0,0
0,3,0,0,0,7,0,0,0,0,0,3,0,0,14,0,73,0,0,0
0,3,0,0,0,9,0,0,0,0,0,3,0,0,12,0,73,0,0,0
0,3,0,0,0,7,0,0,0,0,0,3,0,0,16,0,71,0,0,0
0,3,0,0,0,9,0,0,0,0,0,3,0,0,14,0,71,0,0,0
0,3,0,0,0,11,0,0,0,0,0,3,0,0,12,0,71,0,0,0
0,5,0,0,0,7,0,0,0,0,0,3,0,0,16,0,69,0,0,0
0,5,0,0,0,9,0,0,0,0,0,3,0,0,14,0,69,0,0,0
0,0,0,0,0,11.72,0,0,0,0,0,0,0,0,0,0,38.19,0,0,50.09
0,4.19,0,0,0,44.42,0,0,0,0,0,0,0,0,0,0,36.26,0,0,15.13
0,0,0,0,0,11.27,0,0,0,0,0,0,0,0,0,0,39.88,0,0,48.85
0,0,0,0,0,11.85,0,0,0,0,0,0,0,0,0,0,39.58,0,0,48.57
0,0,0,0,0,11.68,0,0,0,0,0,0,0,0,0,0,41.83,0,0,46.49
0,0,0,0,0,29.42,0,0,0,0,0,0,0,0,0,0,30.57,0,0,40.01
0,0,0,0,0,28.94,0,0,0,0,0,0,0,0,0,0,32.64,0,0,38.42
0,0,0,0,0,29.68,0,0,0,0,0,0,0,0,0,0,33.31,0,0,37.01
0,0,0,0,0,20.11,0,0,0,0,0,0,0,0,0,0,37.54,0,0,42.35
0,0,0,0,0,21.05,0,0,0,0,0,0,0,0,0,0,37.07,0,0,41.88
0,0,0,0,0,21.59,0,0,0,0,0,0,0,0,0,0,39.5,0,0,38.91
0,0,0,0,0,23.39,0,0,0,0,0,0,0,0,0,0,38.28,0,0,38.33
0,0,0,0,0,21.31,0,0,0,0,0,0,0,0,0,0,35.19,0,0,43.5
0,0,0,0,0,18.23,0,0,0,0,0,0,0,0,0,0,29.82,0,0,51.95
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.06,0,0,67.94
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.07,0,0,64.93
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.17,0,0,64.83
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.73,0,0,64.27
0,2.2,0,13,0,0,0,0,0,0.2,0,0,0,0,3.6,0,81,0,0,0
0,0.11,0,0,0,8.18,0,0,0,0,0,0,0,0,16.87,0,74.83,0,0,0.0100000000000051
0,0.1,0,0.59,0,8.23,0,0,0,0,0,0,0,0,16.86,0,74.2,0,0,0.019999999999996
0,0.1,0,1.06,0,8.04,0,0,0,0,0,0,0,0,16.84,0,73.94,0,0,0.0200000000000102
0,0.08,0,2.45,0,8,0,0,0,0,0,0,0,0,16.24,0,73.21,0,0,0.0200000000000102
0,2.1,0,0,0,7.64,0,0,0,1.4,0,0,0,0,15.47,0,73.37,0,0,0.019999999999996
0,2,0,0.51,0,7.58,0,0,0,1.41,0,0,0,0,15.23,0,73.24,0,0,0.0300000000000011
0,1.98,0,1.01,0,7.52,0,0,0,1.39,0,0,0,0,15.14,0,72.92,0,0,0.039999999999992
0,1.9,0,2.5,0,7.53,0,0,0,1.4,0,0,0,0,15.01,0,71.62,0,0,0.039999999999992
0,2.04,0,0,0,8.6,0,0,0,1.12,0,1.9,0,0,13.19,0,73.13,0,0,0.0200000000000102
0,2.09,0,0.54,0,8.44,0,0,0,1.13,0,1.91,0,0,13.04,0,72.82,0,0,0.0300000000000153
0,2.17,0,1.05,0,8.43,0,0,0,1.14,0,1.92,0,0,12.81,0,72.45,0,0,0.0300000000000011
0,2.12,0,2.51,0,8.22,0,0,0,1.16,0,1.96,0,0,12.57,0,71.42,0,0,0.039999999999992
0,2.03,0,0,0,9.03,0,0,0,1.1,0,1.9,0,0,12.64,0,73.27,0,0,0.0300000000000011
0,2,0,0.54,0,8.93,0,0,0,1.1,0,1.92,0,0,12.44,0,73.04,0,0,0.0300000000000011
0,1.98,0,1,0,9,0,0,0,1.12,0,1.96,0,0,12.27,0,72.65,0,0,0.019999999999996
0,1.95,0,2.54,0,8.8,0,0,0,1.11,0,1.94,0,0,12.19,0,71.44,0,0,0.0300000000000011
0,1.94,0,0,0,8.49,0,0,0,1.12,0,1.92,0,0,12.48,0,73.54,0,0,0.509999999999991
0,2,0,0.54,0,8.49,0,0,0,1.11,0,1.94,0,0,12.35,0,73.08,0,0,0.489999999999995
0,1.98,0,1.01,0,8.46,0,0,0,1.12,0,1.95,0,0,12.15,0,72.82,0,0,0.510000000000005
0,1.96,0,2.47,0,8.26,0,0,0,1.12,0,1.94,0,0,12.12,0,71.58,0,0,0.549999999999997
0,2.15,0,0,0,8.84,0,0,0,1.12,0,0,0,0,13.83,0,73.52,0,0,0.540000000000006
0,1.99,0,0.46,0,8.81,0,0,0,1.14,0,0,0,0,13.58,0,73.49,0,0,0.530000000000001
0,2.03,0,0.92,0,8.75,0,0,0,1.12,0,0,0,0,13.45,0,73.2,0,0,0.530000000000001
0,2.04,0,2.32,0,8.55,0,0,0,1.05,0,0,0,0,12.57,0,72.94,0,0,0.530000000000001
0,0.5,0,0,0,10.48,0,0,0,0.4,0,2.2,0,0,13.06,0,73.34,0,0,0.019999999999996
0,0.54,0,0.71,0,10.34,0,0,0,0.38,0,2.2,0,0,12.9,0,72.91,0,0,0.019999999999996
0,0.42,0,1.36,0,10.48,0,0,0,0.4,0,2.24,0,0,12.7,0,72.38,0,0,0.0200000000000102
0,0.37,0,2.35,0,10.33,0,0,0,0.4,0,2.12,0,0,12.5,0,71.91,0,0,0.0200000000000102
0,0,0,0,0,10,0,0,0,0,0,0,0,0,16,0,74,0,0,0
0,0,0,0,0,10.64,0,0,0,0,2.11,0,0,0,17.02,0,70.22,0,0,0.0100000000000051
0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,20.94,0,68.66,0,0,0
0,0,0,0,0,10.18,0,0,0,6.38,0,0,0,0,16.28,0,67.16,0,0,0
0,0,0,0,0,10.27,0,0,0,0,0,5.52,0,0,16.43,0,67.78,0,0,0
0,0,0,0,0,17.56,0,0,0,0,0,0,0,0,16.09,0,66.35,0,0,0
0,0,0,0,0,9.44,0,0,0,0,0,0,0,0,15.11,0,62.35,0,13.07,0.0300000000000011
0,0,0,0,0,8.89,0,0,0,0,0,0,0,0,14.23,0,58.7,0,0,18.18
0,0,0,0,0,9.86,0,0,0,0,0,0,0,0,15.77,0,65.06,0,0,9.31
0,0,0,0,0,9.8,0,0,0,0,0,0,0,0,15.68,0,64.71,0,0,9.81
0,0,0,0,0,9.81,0,0,0,0,0,0,0,0,15.69,0,64.74,0,0,9.76000000000001
0,0,0,0,0,9.75,0,0,0,0,0,0,0,0,15.59,0,64.33,0,0,10.33
0,0,0,0,0,9.72,0,0,0,0,0,0,0,0,15.56,0,64.18,0,0,10.54
0,0,0,0,0,9.17,0,0,0,0,0,0,0,0,14.67,0,60.49,0,0,15.67
0,0,0,0,0,8.21,0,0,0,0,0,0,0,0,13.14,0,54.22,0,0,24.43
0,0,0,0,0,9.87,0,0,0,0,0,0,0,0,15.79,0,69.09,0,0,5.25
0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,15.35,0,67.17,0,0,7.88
0,0,0,2.31,0,9.97,0,0,0,0,0,0,0,0,15.95,0,71.77,0,0,0
0,0,0,4.61,0,9.94,0,0,0,0,0,0,0,0,15.9,0,69.55,0,0,0
0,3.34,0,0,0,9.86,0,0,0,0,0,0,0,0,15.78,0,71.01,0,0,0.00999999999999091
0,6.6,0,0,0,9.72,0,0,0,0,0,0,0,0,15.56,0,68.09,0,0,0.0300000000000011
0,0,0,0,0,7.68,0,0,0,0,0,0,0,0,15.36,0,71.06,0,0,5.90000000000001
0,0,0,0,0,7.44,0,4.95,0,0,0,0,0,0,14.89,0,67,0,0,5.72
0,0,0,0,0,7.22,0,9.6,0,0,0,0,0,0,14.44,0,63.19,0,0,5.55
0,0,0,0,0,7.63,0,0,0,0,0,2.57,0,0,15.26,0,68.68,0,0,5.86
0,0,0,0,0,7.58,0,0,0,0,0,5.09,0,0,15.16,0,66.34,0,0,5.83
0,0,0,0,0,11.08,0,0,0,0,0,0,0,0,15.11,0,68,0,0,5.81
0,0,0,0,0,14.37,0,0,0,0,0,0,0,0,14.86,0,65.04,0,0,5.72999999999999
0,1.5,0,0,0,1.02,0,0.1,0,0,0,11.09,0,0,14,0,71.99,0,0,0.300000000000011
0,1.51,0,0,0,4.02,0,0.1,0,0,0,8.08,0,0,14,0,72,0,0,0.290000000000006
0,1.51,0,0,0,7,0,0.11,0,0,0,5.07,0,0,14,0,72,0,0,0.310000000000002
0,1.51,0,0,0,8.49,0,0.12,0,0,0,3.51,0,0,14,0,72.06,0,0,0.310000000000002
0,1.5,0,0,0,12.02,0,0.1,0,0,0,0.08,0,0,14,0,72,0,0,0.299999999999997
0,1.51,0,0,0,6.01,0,0.12,0,0,0,7.02,0,0,13,0,72.03,0,0,0.310000000000002
0,1.51,0,0,0,8,0,0.12,0,0,0,5.01,0,0,13,0,72.05,0,0,0.310000000000002
0,1.51,0,0,0,10.02,0,0.13,0,0,0,3.02,0,0,13,0,72.06,0,0,0.260000000000005
0,1.52,0,0,0,12.01,0,0.12,0,0,0,1.02,0,0,13,0,72.04,0,0,0.289999999999992
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.63,0,63.73,0,0,2.64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.75,0,62.61,0,0,4.64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.81,0,64.02,0,0,7.17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.24,0,58.63,0,0,11.13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.46,0,58.72,0,0,11.82
0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.99,0,64.61,0,0,1.40000000000001
0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.64,0,61.98,0,0,5.38
0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.93,0,57.57,0,0,10.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.51,0,57.48,0,0,14.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.26,0,54.46,0,0,14.28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,56.99,0,0,15.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.51,0,51.87,0,0,18.62
0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,48.61,0,0,22.39
0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.99,0,47.15,0,0,25.86
0,0,0,0,0,16.38,0,0,0,0,0,0,0,0,15.81,0,64.38,0,0,3.43000000000001
0,0,0,0,0,7.18,0,0,0,0,0,0,0,0,24.29,0,64.76,0,0,3.77
0,0,0,0,0,6.27,0,0,0,0,0,0,0,0,24.22,0,65.57,0,0,3.94000000000001
0,0,0,0,0,1.29,0,0,0,0,0,0,0,0,30.88,0,64.07,0,0,3.76000000000001
0,0,0,0,0,1.27,0,0,0,0,0,0,0,0,30.51,0,64.72,0,0,3.5
0,0,0,0,2.49,1.05,0,0,0,0,0,0,0,0,29.59,0,66.84,0,0,0.0300000000000011
0,0,0,0,6.34,1.77,0,0,0,0,0,0,0,0,28.7,0,63.17,0,0,0.019999999999996
0,0,0,0,7.14,2.82,0,0,0,0,0,0,0,0,31.06,0,58.96,0,0,0.019999999999996
0,0,0,0,11.62,2.59,0,0,0,0,0,0,0,0,29.9,0,55.86,0,0,0.0300000000000011
0,0,0,0,15.44,3.11,0,0,0,0,0,0,0,0,28.16,0,53.27,0,0,0.019999999999996
0,0,0,0,17.83,4.05,0,0,0,0,0,0,0,0,26.83,0,51.27,0,0,0.019999999999996
0,0,0,0,0,4.66,0,0,0,0,0,0,0,0,31.45,0,63.87,0,0,0.0200000000000102
0,0,0,0,0,12.31,0,0,0,0,0,0,0,0,29.9,0,57.78,0,0,0.0100000000000051
0,0,0,0,0,13.03,0,0,0,0,0,0,0,0,29.69,0,57.26,0,0,0.019999999999996
0,0,0,0,0,18.03,0,0,0,0,0,0,0,0,27.85,0,54.1,0,0,0.019999999999996
0,0,0,0,0,6.17,0,0,0,12.7,0,0,0,0,5.82,0,74.54,0,0,0.769999999999996
0,1.2,0,0,0,8.1,0,0.04,0,0.5,0,0.4,0,0,14.8,0,74.84,0,0,0.11999999999999
0,0.31,0,0,0,9.38,0,0.05,0,0,0,3.31,0,0,15.64,0,70.48,0,0,0.829999999999998
0,16.43,0,0,0,9.94,0,0,0,0,0.96,3.89,0,0,0,0,68.76,0,0,0.019999999999996
0,15.79,0,0,8.46,3.47,0,0,0,1.45,0,3.74,0,0,0.96,0,66.09,0,0,0.039999999999992
0,15.95,0,0,8.55,3.51,0,0,0,0,0.46,3.78,0,0,0.96,0,66.75,0,0,0.0400000000000063
0,16.03,0,0,8.59,3.52,0,0,0,0,0.93,3.8,0,0,0,0,67.09,0,0,0.039999999999992
0,13.25,0,3.39,0,9.11,0,0,0,0,0.97,3.93,0,0,0,0,69.33,0,0,0.019999999999996
0,13.86,0,0,8.74,3.58,0,0,0,0,1.67,3.86,0,0,0,0,68.25,0,0,0.0400000000000063
0,0,0,0,0,9.76,0,0,0,7.7,0,0,0,0,8.93,0,70.04,0,0,3.56999999999999
0,0,0,0,0,9.47,0,0,0,7.47,0,0,0,0,8.66,0,70.91,0,0,3.49000000000001
0,0,0,0,0,9.21,0,0,0,7.26,0,0,0,0,8.42,0,71.73,0,0,3.38
0,0.72,0,0,0,9.47,0,0,0,7.47,0,0,0,0,8.66,0,70.18,0,0,3.49999999999999
0,1.42,0,0,0,9.21,0,0,0,7.26,0,0,0,0,8.42,0,70.32,0,0,3.37
0,2.91,0,0,0,9.48,0,0,0,7.48,0,0,0,0,8.67,0,68,0,0,3.45999999999999
0,5.66,0,0,0,9.21,0,0,0,7.26,0,0,0,0,8.42,0,66.07,0,0,3.38000000000001
0,16.81,0,0,0,3.74,0,6.93,0,4.6,0,7.44,0,0,1.83,0,56.74,0,0,1.91
0,16.86,0,0,0,8.51,0,4.55,0,4.23,0,4.59,0,0,6.19,0,48.22,0,0,6.84999999999999
0,14.76,0,0,0,8.61,0.02,1.92,0,1.42,0,7.2,0,0,3.88,0,51.17,0,0.07,10.95
0,15.39,0,0,0,8.26,0,5.83,0,1.12,0,6.49,0,0,2.35,0,49.57,0,0,10.99
0,13.89,0,0,0,9.61,0,3.26,0,1.39,0,9.03,0,0,2.87,0,47.16,0,0,12.79
0,12.06,0,0,0,11.12,0,3.23,0,1.69,0,12.29,0,0,2.21,0,46.51,0,0,10.89
0,14.07,0,0,0,9.1,0,1.62,0,0.82,0,13.17,0,0,2.15,0,46.75,0,0,12.32
0,12.17,0,0,0,19.96,0,0,0,0,0,13.17,0,0,0,0,51.39,0,0,3.31
0,7.26,0,0,0,9.44,0,0,0,0,0,0,0,0,13.64,0,69.64,0,0,0.019999999999996
0,15.89,0,0,0,8.39,0,0,0,0,0,0,0,0,13.42,0,62.28,0,0,0.019999999999996
0,3.76,0,0,0,9.36,0,0,0,0,0,0,0,0,13.43,0,69.08,0,0,4.37
0,8.12,0,0,0,8.24,0,0,0,0,0,0,0,0,12.72,0,61.47,0,0,9.45
0,15.76,0,0,0,6.62,0,0,0,0,0,0,0,0,10.54,0,49.06,0,0,18.02
0,3.4,0,0,0,9.09,0,0,0,0,0,0,0,0,13.4,0,67.63,0,0,6.48
0,6.74,0,0,0,8.01,0,0,0,0,0,0,0,0,12.4,0,59.11,0,0,13.74
0,1.93,0,0,0,9.04,0,0,0,0,0,0,0,0,13.13,0,67.29,0,0,8.61
0,4.08,0,0,0,7.99,0,0,0,0,0,0,0,0,10.48,0,59.13,0,0,18.32
0,0,0,0,0,8.28,0,0,0,0,0,0,0,0,11.2,0,61.57,0,0,18.95
0,1.05,0,0,0,8.16,0,0.07,0,3.79,0,3.27,0,0,10.46,0,73.16,0,0,0.0400000000000063
0,2.48,0.09,0,0,6.35,2.28,0.07,0,1.7,0,0,0,0,13.55,0,69.02,0,0,4.46000000000001
0,2.01,0,0,0,5.95,0,0.08,0,1.72,0,0,0,0,14.67,0,70.95,0,0,4.61999999999999
0,0.5,0,0,0,7,0,0.5,0,0.5,0,2.5,0,0,13,0,76,0,0,0
0,3,0,0,0,7,0,0.5,0,0,0,2.5,0,0,16,0,71,0,0,0
0,0.5,0,0,0,7,0,0.05,0,0.5,0,4.5,0,0,16,0,71.45,0,0,0
0,3,0,0,0,7,0,0.05,0,0,0,4.5,0,0,13,0,72.45,0,0,0
0,1.3,0,0,0,8.38,0,0.09,0,0.46,0,3.79,0,0,13.05,0,72.9,0,0,0.0299999999999869
0,0.75,0,0,0,6.99,0,0.04,0,0,0,4.27,0,0,15.44,0,72.47,0,0,0.0400000000000063
0,0.5,0,0,0,8.19,0,0.05,0,0,0,3.95,0,0,16,0,71.29,0,0,0.019999999999996
0,0.85,0,0,0,8.45,0,0.09,0,0.15,0,4.22,0,0,13.09,0,73.11,0,0,0.0400000000000063
0,0.83,0,0,0,7.55,0,0.06,0,0.15,0,4.43,0,0,14.5,0,72.44,0,0,0.0400000000000063
0,0.5,0,0,0,8.04,0,0.05,0,0.06,0,3.92,0,0,14.68,0,72.72,0,0,0.0300000000000011
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,0,26.39,0,0,69.94
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44,0,28.26,0,0,66.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65,0,29.77,0,0,63.58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.19,0,32.27,0,0,59.54
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.08,0,33.15,0,0,57.77
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.22,0,34.93,0,0,54.85
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.24,0,40.61,0,0,45.15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.03,0,50.32,0,0,28.65
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,24.48,0,0,71.22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.86,0,24.74,0,0,69.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79,0,26.1,0,0,66.11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99,0,26.17,0,0,64.84
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.75,0,26.74,0,0,63.51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.91,0,27.68,0,0,59.41
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.31,0,30.18,0,0,59.51
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.12,0,31.31,0,0,59.57
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.22,0,32.11,0,0,59.67
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.64,0,32.68,0,0,59.68
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81,0,33.74,0,0,59.45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09,0,35,0,0,59.91
0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.41,0,46.16,0,0,39.43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02,0,36.53,0,0,59.45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.32,0,41.67,0,0,48.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36,0,43.72,0,0,43.92
0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.47,0,51.3,0,0,30.23
0,1.7,0,0,0,1.37,0,9.2,0,4.89,0,0.94,0,0,9.68,0,71.18,0,0,1.03999999999999
0,15,0,7,0,22,0,0.5,0,0,0,0.5,0,0,0,0,55,0,0,0
0,0,0,0,0,0,0,0,0,0,17.56,0,0,0,0,0,82.43,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,21.12,0,0,0,0,0,78.87,0,0,0.00999999999999091
0,0,0,0,0,0,0,0,0,0,24.89,0,0,0,0,0,75.1,0,0,0.0100000000000051
0,0,0,0,0,0,0,0,0,51.1,0,0,0,0,0,0,48.89,0,0,0.00999999999999091
0,0,0.3,0,0,0,0,0,0,9.6,0,0,0,0,0.4,0,53.1,0,0,36.6
0,0,0.5,0,0,0,0,0,0,6.1,0,0,0,0,4.7,0,45.6,0,0,43.1
0,0,0.5,0,0,0,0,0,0,5.7,0,0,0,0,3,0,45.6,0,0,45.2
0,0,0.5,0,0,0,0,0,0,6.5,0,0,0,0,0.7,0,41.2,0,0,51.1
0,0,0.2,0,0,0,0,0,0,5.6,0,0,0,0,13.2,0,65.4,0,0,15.6
0,0,0.3,3.79,0,0,0,0,0,10.3,0,0,0,0,2.79,0,58.79,0,0,24.03
0,3,0.3,6.2,0,0,0,0,0,7.6,0,0,0,0,1.4,0,45.2,0,0,36.3
0,1.5,0.3,4.9,0,0,0,0,0,7,0,0,0,0,0.89,0,47.4,0,0,38.01
0,2.9,0.4,10.7,0,4.5,0,0,0,0,0,0,0,0,0,0,38.3,0,0,43.2
0,4.9,0.4,6.7,0,2.3,0,0,0,0,0,0,0,0,0,0,38.23,0,0,47.47
0,4.9,0.3,4.4,0,0,0,0,0,0.4,0,0,0,0,0.2,0,37.3,0,0,52.5
0,0,0.49,0,0,0,0,0,0,8.19,0,0,0,0,1.59,0,49.75,0,0,39.98
0,0,0.4,0,0,0,0,0,0,8.2,0,0,0,0,0,0,45.7,0,0,45.7
0,0,0.4,0,0,0,0,0,0,7.9,0,0,0,0,0,0,45.7,0,0,46
0,0,0,5,0,2.2,0,0,0,5,0,0,0,0,14.7,0,71.9,0,0,1.19999999999999
0,0,0.2,8.5,0,0,0,0,0,14.7,0,0,0,0,7.8,0,68.8,0,0,0
0,0,0.5,12.5,0,0,0,0,0,12,0,0,0,0,7.5,0,66.3,0,0,1.2
0,0.2,0.5,11,0,0,0,0,0,7.1,0,0,0,0,9.2,0,69,0,0,3
0,0,0.4,13,0,0,0,0,0,6.2,5,0,0,0,0,0,63.4,0,10,2
0,0,0.3,11.4,0,3.6,0,0,0,0,0,0,0,0,0,0,37.8,0,0,46.9
0,0,0,1.5,0,9.4,0,0,0,2.5,0,0,0,0,14,0,70.2,0,0,2.39999999999999
0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,71,0,0,21
0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,65,0,0,27
0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,67,0,0,25
0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,66,0,0,21
0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,69,0,0,21
0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,61,0,0,31
0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,62,0,0,25
0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,64,0,0,21
0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,63,0,0,27
0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,60,0,0,27
0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,65,0,0,25
