"vis","X__3","X__4","X__8","X__10","X__17","X__18","X__29","X__30","X__43","X__46","X__48","X__49","X__53","X__57","X__59","X__64","X__67","X__71","X__74","X__84","X__86","X__106","X__109","X__113","X__115","X__117","X__133","X__138","autres"
651,0,0,0,0,0,7.54,0,0,0,0,0,0,4.02,0,0,2.51,0,0,13.08,0,0,0,71.97,0,0,0,0,0,0.879999999999995
987,0,19.59,22.29,0,0,0,0,0,0,0,0,0,18.1,0,0,0,0,0,0,0,0,0,34.63,0,0,0,0,0,5.39
573,0,0,0,0,0,9.98,0.59,0,0,0,0,0,3.99,0,0,0,0,0,12.97,0,0,0,71.4,0,0,0,0,0,1.06999999999999
651,0,0,0,0,0,7.01,0.46,0,0,0,0,0,8,0,0,2,0,0,10.02,0,0,0,71.17,0,0,0,0,0,1.34
230,0,1.38,1.92,12.6,0,0,0.54,0,0,0,0,0,6.46,0,0,0,0,0,11.08,0,0,0,56.89,0,0,0,0,0,9.13
513,0,0,0,0,0,9.96,0.99,0,0,0,0,0,3.99,0,0,0,0,0,12.96,0,0,0,71.3,0,0,0,0,0,0.799999999999997
548,0,0,0,0,0,11.01,0.12,0,0,0,0,0,4,0,0,0,0,0,13.01,0,0,0,71.54,0,0,0,0,0,0.319999999999993
629,0,0,0,0,0,10.99,0.24,0,0,0,0,0,4,0,0,0,0,0,12.99,0,0,0,71.46,0,0,0,0,0,0.320000000000007
501,0,0,0,0,0,10.87,0.44,0,0,0,0,0,3.98,0,0,0,0,0,12.95,0,0,0,71.26,0,0,0,0,0,0.5
659,0,0,0,0,0,8.06,1.3,0,0,0,0,0,4.02,0,0,0,0,0,13.1,0,0,0,71.57,0,0,0,0,0,1.95
413,0,0,0,0,0,7.08,1.3,0,0,0,0,0,4.05,0,0,0,0,0,13.14,0,0,0,71.79,0,0,0,0,0,2.63999999999999
210,0,0,4.01,5.03,0,0,0.02,0,0,0,0,0,17.63,0,0,0,0,0,5.03,0,0,0,52.7,0,0,0,0,0,15.58
200,0,0,0,9.46,0,0,0,0,0,0,0,0,9.47,0,0,0,0,0,0,0,0,0,41.07,0,0,0,0,0,40
547,0,0,2.96,0,0,0,0,0,0,0,0,0,10.87,0,0,0,0,0,8.89,0,0,0,63.28,0,0,0,0,0,14
547,0,0,2.98,0,0,0,0,0,0,0,0,0,10.91,0,0,0,0,0,8.94,0,0,0,63.56,0,0,0,0,0,13.61
547,0,0,2.96,0,0,0,0,0,0,0,0,0,10.88,0,0,0,0,0,8.9,0,0,0,63.36,0,0,0,0,0,13.9
547,0,0,2.98,0,0,0,0,0,0,0,0,0,10.9,0,0,0,0,0,8.92,0,0,0,63.5,0,0,0,0,0,13.7
941,0,0,17.7,0,0,0,0,0,0,0,0,0,14.16,0,0,0,0,0,0,0,0,0,66.57,0,0,0,0,0,1.57000000000001
494,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,16.74,0,0,0,72.15,0,0,0,0,0,0.00999999999999091
547,0,0,2.98,0,0,0,0,0,0,0,0,0,10.93,0,0,0,0,0,8.95,0,0,0,63.68,0,0,0,0,0,13.46
547,0,0,2.98,0,0,0,0,0,0,0,0,0,10.91,0,0,0,0,0,8.93,0,0,0,63.56,0,0,0,0,0,13.62
547,0,0,2.97,0,0,0,0,0,0,0,0,0,10.88,0,0,0,0,0,8.9,0,0,0,63.33,0,0,0,0,0,13.92
547,0,0,2.96,0,0,0,0,0,0,0,0,0,10.88,0,0,0,0,0,8.9,0,0,0,63.33,0,0,0,0,0,13.93
547,0,0,2.96,0,0,0,0,0,0,0,0,0,10.9,0,0,0,0,0,8.92,0,0,0,63.43,0,0,0,0,0,13.79
547,0,0,2.96,0,0,0,0,0,0,0,0,0,10.87,0,0,0,0,0,8.89,0,0,0,63.26,0,0,0,0,0,14.02
547,0,0,2.95,0,0,0,0,0,0,0,0,0,10.83,0,0,0,0,0,8.86,0,0,0,62.98,0,0,0,0,0,14.38
210,0,0,0,0,0,0,0,0,0,0,0,0,4.91,0,0,0,0,0,0,0,0,0,39.46,0,0,0,0,0,55.63
242,0,0,5.65,3.37,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,15.71,0,0,0,62.66,0,0,0,0,0,12.07
255,0,0,1.32,0,0,0,0,0,0,0,0,0,9.18,0,0,0,0,0,0.57,0,0,0,44.88,0,0,0,0,0,44.05
278,0,0,0,0,0,0,0,0,0,0,0,0,12.76,0,0,0,0,0,0.97,0,0,0,48.74,0,0,0,0,0,37.53
1374,0,19.9,22.65,0,0,0,0,0,0,0,0,0,18.38,0,0,0,0,0,0,0,0,0,35.14,0,0,0,0,0,3.93000000000001
616,0,0,0,0,0,10.97,0,0,0,0,0,0,3.99,0,0,0,0,0,12.96,0,0,0,71.34,0,0,0,0,0,0.739999999999995
620,0,0,0,0,0,9.51,0,0,0,0,0,0,4.01,0,0,0,0,0,13,0,0,0,71.63,0,0,0,0,0,1.85000000000001
479,0,0,0,0,0,8.5,0,0,0,0,0,0,3.99,0,0,0,0,0,12.99,0,0,0,71.48,0,0,0,0,0,3.03999999999999
529,0,1.44,18.4,0,0,0,0,0,0,0,0,0,14.51,0,0,0,0,0,0,0,0,0,58.51,0,0,0,0,0,7.14
331,0,1.44,18.28,0,0,0,0,0,0,0,0,0,14.42,0,0,0,0,0,0,0,0,0,58.12,0,0,0,0,0,7.73999999999999
341,0,1.43,18.14,0,0,0,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,0,57.68,0,0,0,0,0,8.45
348,0,1.42,17.95,0,0,0,0,0,0,0,0,0,14.15,0,0,0,0,0,0,0,0,0,57.07,0,0,0,0,0,9.41
276,0,1.4,17.72,0,0,0,0,0,0,0,0,0,13.97,0,0,0,0,0,0,0,0,0,56.34,0,0,0,0,0,10.57
299,0,1.37,17.45,0,0,0,0,0,0,0,0,0,13.76,0,0,0,0,0,0,0,0,0,55.47,0,0,0,0,0,11.95
278,0,1.36,17.25,0,0,0,0,0,0,0,0,0,12.65,0,0,0,0,0,0,0,0,0,54.87,0,0,0,0,0,13.87
278,0,1.4,17.69,0,0,0,0,0,0,0,0,0,13.95,0,0,0,0,0,0,0,0,0,56.27,0,0,0,0,0,10.69
1072,0,1.5,19.11,0,0,0,0,0,0,0,0,0,12.15,0,0,0,0,0,0,0,0,0,60.88,0,0,0,0,0,6.36
563,0,0,0,0,0,6.98,1.15,0,0,0,0,0,3.98,0,0,0,0,0,14.45,0,0,0,70.92,0,0,0,0,0,2.52
579,0,0,0,0,0,10.95,0,0,0,0,0,0,3.97,0,0,0,0,0,13.94,0,0,0,70.72,0,0,0,0,0,0.420000000000002
852,0,0,0,0,0,8.33,0,0,0,0,0,0,2.93,0,0,0,0,0,14.7,0,0,0,72.02,0,0,0,0,0,2.02000000000001
478,0,0,10.19,2.78,0,0,0,0,0,0,0,0,8.5,0,0,0,0,0,8.89,0,0,0,69.3,0,0,0,0,0,0.340000000000003
842,0,0,1.99,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,7.99,0,0,0,69,0,0,0,0,0,6.02
196,0,0,0,0,0,0,0,0,0,0,0,0,4.26,0,0,0,0,0,2.17,0,0,0,37.73,0,0,0,0,0,55.84
71,0,0,0,0,0,0,0,0,0,0,0,0,2.51,0,0,0,0,0,1,0,0,0,36.1,0,0,0,0,0,60.39
308,0,2.99,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,68.9,0,0,0,0,0,0.019999999999996
1195,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,74,0,0,0,0,0,0
2035,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,16,0,0,0,74,0,0,0,0,0,0
2970,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,74,0,0,0,0,0,0
1456,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,16,0,0,0,74,0,0,0,0,0,0
2133,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,0,74,0,0,0,0,0,0
1794,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,14,0,0,0,74,0,0,0,0,0,0
1715,0,0,0,0,0,7.33,0,0,0,0,0,0,0,0,0,4,0,0,14.67,0,0,0,74,0,0,0,0,0,0
1923,0,0,0,0,0,7.6,0,0,0,0,0,0,0,0,0,4.8,0,0,13.6,0,0,0,74,0,0,0,0,0,0
1562,0,0,0,0,0,8.4,0,0,0,0,0,0,0,0,0,2.4,0,0,15.2,0,0,0,74,0,0,0,0,0,0
1581,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,74,0,0,0,0,0,0
1320,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,74,0,0,0,0,0,0
1904,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,74,0,0,0,0,0,0
1827,0,0,0,0,0,10.67,0,0,0,0,0,0,0,0,0,2,0,0,13.33,0,0,0,74,0,0,0,0,0,0
1869,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,0,3,0,0,12.8,0,0,0,74,0,0,0,0,0,0
1854,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,1.2,0,0,12.4,0,0,0,74,0,0,0,0,0,0
1596,0,0,0,0,0,5.72,0,0,0,0,0,0,0,0,0,4.8,0,0,15.48,0,0,0,74,0,0,0,0,0,0
1081,0,0,0,0,0,6.5,0,0,0,0,0,0,2,0,0,2,0,0,14,0,0,0,74.5,0,0.5,0,0,0,0.5
962,0,17.17,0,0,0,9.44,0,0,0,0,0,0,0,0,8.05,0,0,0,0,0,0,0,64.78,0,0,0,0,0,0.560000000000002
714,0,0,0,0,0,9.29,0,0,0,0,0,0,0,0,0,0,0,0,16.44,0,0,0,73.72,0,0,0,0,0,0.549999999999997
1993,0,8.16,0,0,0,8.98,0,0,0,0,0,0,0,0,0,0,0,0,15.89,0,0,0,66.43,0,0,0,0,0,0.539999999999992
10326,0,15.8,0,0,0,8.69,0,0,0,0,0,0,0,0,0,0,0,0,15.37,0,0,0,59.62,0,0,0,0,0,0.52000000000001
27029,0,22.96,0,0,0,8.42,0,0,0,0,0,0,0,0,0,0,0,0,14.89,0,0,0,53.23,0,0,0,0,0,0.5
1945,0,0,0,0,0,8.56,0,0,0,0,0,0,23.02,0,0,0,0,0,0,0,0,0,67.92,0,0,0,0,0,0.5
15993,0,7.54,0,0,0,8.3,0,0,0,0,0,0,22.3,0,0,0,0,0,0,0,0,0,61.36,0,0,0,0,0,0.5
6756,0,0,0,0,0,5.87,0,47.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.56,0,0,0,0,0,0.349999999999994
13,0,9.8,17,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2,0,0,0,38,0,0,0,0,0,2.09999999999999
18,0,6,17.5,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1,0,0,0,39.3,0,0,0,0,0,13.7
257,0,2.7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,0,0,0,59.3,0,0,0,0,0,2.60000000000001
16,0,0,0,0,0,12.25,0,0,43.18,0,0,0,0,0,0,0,0,0,0,0,0,0,44.55,0,0,0,0,0,0.0200000000000102
4,0,26.21,0,0,0,10.32,0,0,35.04,0,0,0,0,0,0,0,0,0,0,0,0,0,22.97,0,0,0,0,0,5.46000000000001
5,0,29.84,0,0,0,7.26,0,0,27.46,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4,0,0,0,0,0,8.04000000000001
2,0,0,0,0,0,0,0,0,61.79,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2,0,0,0,0,0,0.00999999999999091
5,0,0,0,0,0,0,0,0,59.86,0,0,0,0,0,0,0,0,0,0,0,0,0,40.13,0,0,0,0,0,0.00999999999999091
3,0,0,0,0,0,4.24,0,0,56.6,0,0,0,0,0,0,0,0,0,0,0,0,0,39.14,0,0,0,0,0,0.019999999999996
2,0,0,0,0,0,4.23,0,0,58.57,0,0,0,0,0,0,0,0,0,0,0,0,0,37.19,0,0,0,0,0,0.0100000000000051
3,0,0,0,0,0,5.09,0,0,57.62,0,0,0,0,0,0,0,0,0,0,0,0,0,37.28,0,0,0,0,0,0.0100000000000051
3,0,0,0,0,0,12,0,0,54.92,0,0,0,0,0,0,0,0,0,0,0,0,0,33.07,0,0,0,0,0,0.00999999999999091
2,0,0,0,0,0,13.8,0,0,51.97,0,0,0,0,0,0,0,0,0,0,0,0,0,34.21,0,0,0,0,0,0.019999999999996
3,0,0,0,0,0,16.1,0,0,47.97,0,0,0,0,0,0,0,0,0,0,0,0,0,35.91,0,0,0,0,0,0.0200000000000102
6,0,0,0,0,0,17.21,0,0,40.7,0,0,0,0,0,0,0,0,0,0,0,0,0,42.08,0,0,0,0,0,0.00999999999999091
10,0,0,0,0,0,25.77,0,0,30.12,0,0,0,0,0,0,0,0,0,0,0,0,0,44.09,0,0,0,0,0,0.019999999999996
2,0,0,0,0,0,25.74,0,0,40.95,0,0,0,0,0,0,0,0,0,0,0,0,0,33.29,0,0,0,0,0,0.019999999999996
4,0,0,0,0,0,26.54,0,0,33.43,0,0,0,0,0,0,0,0,0,0,0,0,0,40.01,0,0,0,0,0,0.0200000000000102
4,0,0,0,0,0,29.35,0,0,32.4,0,0,0,0,0,0,0,0,0,0,0,0,0,38.23,0,0,0,0,0,0.0200000000000102
4,0,0,0,0,0,33.94,0,0,25.26,0,0,0,0,0,0,0,0,0,0,0,0,0,40.78,0,0,0,0,0,0.019999999999996
2,0,0,0,0,0,34.78,0,0,26.97,0,0,0,0,0,0,0,0,0,0,0,0,0,38.24,0,0,0,0,0,0.00999999999999091
14,0,0,0,0,0,37.15,0,0,19.04,0,0,0,0,0,0,0,0,0,0,0,0,0,43.79,0,0,0,0,0,0.0200000000000102
6,0,0,0,0,0,8.63,0,0,49.75,0,0,0,0,0,0,0,0,0,0,0,0,0,41.61,0,0,0,0,0,0.0100000000000051
3,0,0,0,0,0,21.26,0,0,40.29,0,0,0,0,0,0,0,0,0,0,0,0,0,38.44,0,0,0,0,0,0.0100000000000051
3,0,0,0,0,0,23.1,0,0,39.28,0,0,0,0,0,0,0,0,0,0,0,0,0,37.61,0,0,0,0,0,0.00999999999999091
6,0,0,0,0,0,25.17,0,0,33.4,0,0,0,0,0,0,0,0,0,0,0,0,0,41.42,0,0,0,0,0,0.00999999999999091
3,0,0,0,0,0,29.79,0,0,32.96,0,0,0,0,0,0,0,0,0,0,0,0,0,37.24,0,0,0,0,0,0.00999999999999091
2,0,0,0,0,0,12.91,0,0,52.95,0,0,0,0,0,0,0,0,0,0,0,0,0,34.13,0,0,0,0,0,0.00999999999999091
3,0,0,0,0,0,18.28,0,0,49.07,0,0,0,0,0,0,0,0,0,0,0,0,0,32.64,0,0,0,0,0,0.00999999999999091
3,0,0,0,0,0,21.55,0,0,44.51,0,0,0,0,0,0,0,0,0,0,0,0,0,33.93,0,0,0,0,0,0.0100000000000051
42,0,0,0,0,0,1.95,0,0,57.8,0,0,0,0,0,0,0,0,0,0,0,0,0,40.25,0,0,0,0,0,0
28,0,0,0,0,0,4.2,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,39.8,0,0,0,0,0,0
22,0,0,0,0,0,6.1,0,0,53.9,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
15,0,0,0,0,0,8,0,0,52.1,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9,0,0,0,0,0,0
59,0,0,0,0,0,2,0,0,53.05,0,0,0,0,0,0,0,0,0,0,0,0,0,44.95,0,0,0,0,0,0
49,0,0,0,0,0,3.95,0,0,51.25,0,0,0,0,0,0,0,0,0,0,0,0,0,44.8,0,0,0,0,0,0
41,0,0,0,0,0,6.1,0,0,48.9,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0
32,0,0,0,0,0,8.1,0,0,46.99,0,0,0,0,0,0,0,0,0,0,0,0,0,44.89,0,0,0,0,0,0.019999999999996
166,0,0,0,0,0,2.1,0,0,48.05,0,0,0,0,0,0,0,0,0,0,0,0,0,49.85,0,0,0,0,0,0
107,0,0,0,0,0,4.15,0,0,46.1,0,0,0,0,0,0,0,0,0,0,0,0,0,49.75,0,0,0,0,0,0
87,0,0,0,0,0,6.05,0,0,44.05,0,0,0,0,0,0,0,0,0,0,0,0,0,49.9,0,0,0,0,0,0
69,0,0,0,0,0,7.9,0,0,42.1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
363,0,0,0,0,0,1.85,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,55.15,0,0,0,0,0,0
263,0,0,0,0,0,3.95,0,0,41.15,0,0,0,0,0,0,0,0,0,0,0,0,0,54.9,0,0,0,0,0,0
174,0,0,0,0,0,6,0,0,39.15,0,0,0,0,0,0,0,0,0,0,0,0,0,54.85,0,0,0,0,0,0
132,0,0,0,0,0,8.2,0,0,36.9,0,0,0,0,0,0,0,0,0,0,0,0,0,54.9,0,0,0,0,0,0
23,0,10.2,0,0,0,1.86,0,0,47.86,0,0,0,0,0,0,0,0,0,0,0,0,0,39.86,0,0,0,0,0,0.219999999999999
32,0,11.07,0,0,0,4.05,0,0,45.66,0,0,0,0,0,0,0,0,0,0,0,0,0,38.37,0,0,0,0,0,0.850000000000009
45,0,10.34,0,0,0,5.68,0,0,43.22,0,0,0,0,0,0,0,0,0,0,0,0,0,39.86,0,0,0,0,0,0.900000000000006
58,0,10.45,0,0,0,7.6,0,0,41.62,0,0,0,0,0,0,0,0,0,0,0,0,0,39.99,0,0,0,0,0,0.340000000000003
88,0,10.38,0,0,0,9.82,0,0,39.34,0,0,0,0,0,0,0,0,0,0,0,0,0,39.7,0,0,0,0,0,0.759999999999991
35,0,10.26,0,0,0,1.89,0,0,41.96,0,0,0,0,0,0,0,0,0,0,0,0,0,45.05,0,0,0,0,0,0.840000000000003
27,0,10.61,0,0,0,3.78,0,0,40.45,0,0,0,0,0,0,0,0,0,0,0,0,0,44.59,0,0,0,0,0,0.569999999999993
51,0,10.77,0,0,0,6,0,0,38.47,0,0,0,0,0,0,0,0,0,0,0,0,0,43.96,0,0,0,0,0,0.799999999999997
56,0,10.35,0,0,0,7.48,0,0,36.21,0,0,0,0,0,0,0,0,0,0,0,0,0,44.82,0,0,0,0,0,1.14
79,0,11.18,0,0,0,9.7,0,0,34.71,0,0,0,0,0,0,0,0,0,0,0,0,0,43.44,0,0,0,0,0,0.969999999999999
89,0,10.66,0,0,0,2.05,0,0,37.9,0,0,0,0,0,0,0,0,0,0,0,0,0,49.03,0,0,0,0,0,0.359999999999999
81,0,11.23,0,0,0,3.75,0,0,35.39,0,0,0,0,0,0,0,0,0,0,0,0,0,49.16,0,0,0,0,0,0.469999999999999
105,0,10.73,0,0,0,5.8,0,0,33.04,0,0,0,0,0,0,0,0,0,0,0,0,0,49.37,0,0,0,0,0,1.06
141,0,10.37,0,0,0,7.5,0,0,31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,50.25,0,0,0,0,0,0.680000000000007
167,0,10.76,0,0,0,9.68,0,0,29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,49.77,0,0,0,0,0,0.390000000000001
90,0,10.2,0,0,0,1.96,0,0,32.48,0,0,0,0,0,0,0,0,0,0,0,0,0,54.48,0,0,0,0,0,0.88000000000001
124,0,10.97,0,0,0,3.81,0,0,29.97,0,0,0,0,0,0,0,0,0,0,0,0,0,54.28,0,0,0,0,0,0.969999999999999
170,0,10.35,0,0,0,5.97,0,0,28.73,0,0,0,0,0,0,0,0,0,0,0,0,0,54.38,0,0,0,0,0,0.569999999999993
245,0,10.75,0,0,0,7.75,0,0,26.55,0,0,0,0,0,0,0,0,0,0,0,0,0,54.01,0,0,0,0,0,0.939999999999998
389,0,11.23,0,0,0,10.03,0,0,23.93,0,0,0,0,0,0,0,0,0,0,0,0,0,54.06,0,0,0,0,0,0.75
63,0,11.11,0,0,0,19.2,0,0,24.44,0,0,0,0,0,0,0,0,0,0,0,0,0,44.41,0,0,0,0,0,0.840000000000003
63,0,11.02,0,1.97,0,17.31,0,0,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,45.21,0,0,0,0,0,0.590000000000003
44,0,11.29,0,3.87,0,15.94,0,0,23.26,0,0,0,0,0,0,0,0,0,0,0,0,0,44.85,0,0,0,0,0,0.789999999999992
42,0,11.23,0,5.94,0,13.89,0,0,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,44.13,0,0,0,0,0,0.909999999999997
28,0,11.29,0,8,0,11.85,0,0,22.89,0,0,0,0,0,0,0,0,0,0,0,0,0,44.68,0,0,0,0,0,1.29000000000001
22,0,11.05,0,9.61,0,10.14,0,0,24.32,0,0,0,0,0,0,0,0,0,0,0,0,0,44.54,0,0,0,0,0,0.340000000000003
36,0,11.11,0,12.52,0,8.1,0,0,24.69,0,0,0,0,0,0,0,0,0,0,0,0,0,43.06,0,0,0,0,0,0.519999999999996
51,0,12.4,0,13.11,0,6.02,0,0,23.02,0,0,0,0,0,0,0,0,0,0,0,0,0,44.56,0,0,0,0,0,0.890000000000001
42,0,11.15,0,0,0,14.8,0,0,29.27,0,0,0,0,0,0,0,0,0,0,0,0,0,44.52,0,0,0,0,0,0.259999999999991
39,0,11.28,0,2.03,0,12.85,0,0,28.84,0,0,0,0,0,0,0,0,0,0,0,0,0,44.59,0,0,0,0,0,0.409999999999997
30,0,10.31,0,3.64,0,11.2,0,0,29.08,0,0,0,0,0,0,0,0,0,0,0,0,0,45.42,0,0,0,0,0,0.349999999999994
26,0,11.88,0,5.61,0,8.28,0,0,29.04,0,0,0,0,0,0,0,0,0,0,0,0,0,44.35,0,0,0,0,0,0.840000000000003
20,0,11.15,0,7.95,0,6.65,0,0,28.58,0,0,0,0,0,0,0,0,0,0,0,0,0,45.15,0,0,0,0,0,0.519999999999996
13,0,9.99,0,9.96,0,5.06,0,0,28.9,0,0,0,0,0,0,0,0,0,0,0,0,0,45.17,0,0,0,0,0,0.920000000000002
112,0,10.07,0,0,0,20.24,0,0,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,50.19,0,0,0,0,0,0.200000000000003
91,0,10.78,0,2.07,0,17.9,0,0,18.85,0,0,0,0,0,0,0,0,0,0,0,0,0,49.95,0,0,0,0,0,0.450000000000003
76,0,11.11,0,3.94,0,15.99,0,0,18.82,0,0,0,0,0,0,0,0,0,0,0,0,0,49.69,0,0,0,0,0,0.450000000000003
55,0,10.96,0,6.1,0,13.95,0,0,19.02,0,0,0,0,0,0,0,0,0,0,0,0,0,49.6,0,0,0,0,0,0.370000000000005
63,0,11.3,0,7.91,0,12.25,0,0,18.98,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0.560000000000002
81,0,12.11,0,9.38,0,9.53,0,0,18.56,0,0,0,0,0,0,0,0,0,0,0,0,0,49.93,0,0,0,0,0,0.490000000000009
85,0,12.18,0,11.73,0,7.87,0,0,19.24,0,0,0,0,0,0,0,0,0,0,0,0,0,48.75,0,0,0,0,0,0.230000000000004
115,0,10.9,0,13.78,0,5.33,0,0,19.88,0,0,0,0,0,0,0,0,0,0,0,0,0,49.27,0,0,0,0,0,0.840000000000003
209,0,10.22,0,0,0,15.02,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,0,0,49.59,0,0,0,0,0,0.340000000000003
170,0,10.86,0,2.3,0,12.78,0,0,23.38,0,0,0,0,0,0,0,0,0,0,0,0,0,50.17,0,0,0,0,0,0.510000000000005
123,0,11.29,0,3.82,0,11.1,0,0,24.49,0,0,0,0,0,0,0,0,0,0,0,0,0,48.91,0,0,0,0,0,0.390000000000001
110,0,12.01,0,5.81,0,9.07,0,0,23.27,0,0,0,0,0,0,0,0,0,0,0,0,0,49.3,0,0,0,0,0,0.540000000000006
85,0,11.34,0,7.97,0,6.88,0,0,24.44,0,0,0,0,0,0,0,0,0,0,0,0,0,48.66,0,0,0,0,0,0.710000000000008
78,0,10.45,0,8.92,0,4.9,0,0,25.23,0,0,0,0,0,0,0,0,0,0,0,0,0,50.02,0,0,0,0,0,0.47999999999999
66,0,11.11,0,0,0,19.2,0,0,24.44,0,0,0,0,0,0,0,0,0,0,0,0,0,44.41,0,0,0,0,0,0.840000000000003
50,0,10.6,0,0,0,18.36,0,0,22.49,0,0,0,0,0,0,0,2.15,0,0,0,0,0,45.68,0,0,0,0,0,0.719999999999999
35,0,11.2,0,0,0,15.85,0,0,24.3,0,0,0,0,0,0,0,3.69,0,0,0,0,0,44.62,0,0,0,0,0,0.340000000000003
25,0,10.5,0,0,0,13.89,0,0,23.5,0,0,0,0,0,0,0,6.08,0,0,0,0,0,45.11,0,0,0,0,0,0.920000000000002
36,0,10.97,0,0,0,12.16,0,0,24.35,0,0,0,0,0,0,0,8.04,0,0,0,0,0,44.25,0,0,0,0,0,0.230000000000004
64,0,11.29,0,0,0,9.84,0,0,23.93,0,0,0,0,0,0,0,9.67,0,0,0,0,0,44.28,0,0,0,0,0,0.989999999999995
102,0,11.39,0,0,0,7.48,0,0,24.13,0,0,0,0,0,0,0,11.78,0,0,0,0,0,44.38,0,0,0,0,0,0.840000000000003
123,0,11.52,0,0,0,5.63,0,0,24.16,0,0,0,0,0,0,0,13.9,0,0,0,0,0,44.3,0,0,0,0,0,0.490000000000009
42,0,11.15,0,0,0,14.8,0,0,29.27,0,0,0,0,0,0,0,0,0,0,0,0,0,44.52,0,0,0,0,0,0.259999999999991
30,0,11.22,0,0,0,12.36,0,0,29.38,0,0,0,0,0,0,0,1.84,0,0,0,0,0,44.73,0,0,0,0,0,0.469999999999999
22,0,10.62,0,0,0,10.71,0,0,29.04,0,0,0,0,0,0,0,4,0,0,0,0,0,44.94,0,0,0,0,0,0.689999999999998
19,0,11.48,0,0,0,9.06,0,0,28.65,0,0,0,0,0,0,0,5.81,0,0,0,0,0,44.67,0,0,0,0,0,0.329999999999998
13,0,11.22,0,0,0,6.28,0,0,29.36,0,0,0,0,0,0,0,7.26,0,0,0,0,0,45.63,0,0,0,0,0,0.25
41,0,10.29,0,0,0,5.03,0,0,28.82,0,0,0,0,0,0,0,9.46,0,0,0,0,0,45.42,0,0,0,0,0,0.980000000000004
103,0,10.07,0,0,0,20.24,0,0,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,50.19,0,0,0,0,0,0.200000000000003
95,0,10.9,0,0,0,18.38,0,0,19.2,0,0,0,0,0,0,0,1.89,0,0,0,0,0,49.02,0,0,0,0,0,0.609999999999999
87,0,11.2,0,0,0,16.05,0,0,19.21,0,0,0,0,0,0,0,3.68,0,0,0,0,0,49,0,0,0,0,0,0.859999999999999
98,0,11.75,0,0,0,13.99,0,0,18.49,0,0,0,0,0,0,0,5.95,0,0,0,0,0,49.14,0,0,0,0,0,0.680000000000007
115,0,11.09,0,0,0,11.67,0,0,19.52,0,0,0,0,0,0,0,7.76,0,0,0,0,0,49.57,0,0,0,0,0,0.390000000000001
170,0,11.37,0,0,0,10.09,0,0,17.51,0,0,0,0,0,0,0,10.24,0,0,0,0,0,49.88,0,0,0,0,0,0.909999999999997
251,0,11.93,0,0,0,7.88,0,0,18.75,0,0,0,0,0,0,0,12.05,0,0,0,0,0,48.71,0,0,0,0,0,0.679999999999993
214,0,10.22,0,0,0,15.02,0,0,24.83,0,0,0,0,0,0,0,0,0,0,0,0,0,49.59,0,0,0,0,0,0.340000000000003
174,0,10.91,0,0,0,13.13,0,0,24.67,0,0,0,0,0,0,0,1.74,0,0,0,0,0,48.71,0,0,0,0,0,0.840000000000003
