"vis","X__3","X__4","X__8","X__10","X__17","X__18","X__29","X__30","X__43","X__46","X__48","X__49","X__53","X__57","X__59","X__64","X__67","X__71","X__74","X__84","X__86","X__106","X__109","X__113","X__115","X__117","X__133","X__138","autres"
2250,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,16.5,0,0,0,77.5,0,0,0,0,0,0
3501,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,15.5,0,0,0,78.5,0,0,0,0,0,0
1003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,9.5,0,0,0,78.5,0,0,0,0,0,0
850,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,8,0,0,0,78,0,0,0,0,0,0
3910,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,13.5,0,0,0,78.5,0,0,0,0,0,0
3820,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,10,0,0,0,78,0,0,0,0,0,0
1960,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,16.5,0,0,0,76.5,0,0,0,0,0,0
2641,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,15.5,0,0,0,76.5,0,0,0,0,0,0
3009,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,14.5,0,0,0,76.5,0,0,0,0,0,0
3501,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,14.5,0,0,0,78.5,0,0,0,0,0,0
3820,0,1,0,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,13.5,0,0,0,78.5,0,0,0,0,0,0
3820,0,1,0,0,0,3,0,0,0,0,0,0,4,0,0,1,0,0,12.5,0,0,0,78.5,0,0,0,0,0,0
4198,0,1,0,0,0,4,0,0,0,0,0,0,4,0,0,1,0,0,11.5,0,0,0,78.5,0,0,0,0,0,0
4608,0,1,0,0,0,5,0,0,0,0,0,0,4.5,0,0,1,0,0,10,0,0,0,78.5,0,0,0,0,0,0
3877,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,14.5,0,0,0,78.5,0,0,0,0,0,0
3877,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,13.5,0,0,0,78.5,0,0,0,0,0,0
4265,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,12.5,0,0,0,78.5,0,0,0,0,0,0
4678,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,11.5,0,0,0,78.5,0,0,0,0,0,0
5141,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,10.5,0,0,0,78.5,0,0,0,0,0,0
1241,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,15.5,0,0,0,78.5,0,0,0,0,0,0
1168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,14.5,0,0,0,78.5,0,0,0,0,0,0
1168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,13.5,0,0,0,78.5,0,0,0,0,0,0
1098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,12.5,0,0,0,78.5,0,0,0,0,0,0
1033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,11.5,0,0,0,78.5,0,0,0,0,0,0
2131,0,2,0,0,0,0.5,0,0,0,0,0,0,4,0,0,1,0,0,16,0,0,0,76.5,0,0,0,0,0,0
2641,0,3,0,0,0,0.5,0,0,0,0,0,0,4,0,0,1,0,0,15,0,0,0,76.5,0,0,0,0,0,0
3263,0,4,0,0,0,0.5,0,0,0,0,0,0,4,0,0,1,0,0,14,0,0,0,76.5,0,0,0,0,0,0
4962,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,15.23,0,0,0,80.06,0,0,0,0,0,0.00999999999999091
5495,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,14.5,0,0,0,79.5,0,0,0,0,0,0
8185,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,13.6,0,0,0,80.4,0,0,0,0,0,0
8189,0,1,0,0,0,0.5,0,0,0,0,0,0,3.5,0,0,1,0,0,13.6,0,0,0,80.4,0,0,0,0,0,0
5141,0,15.2,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,64.9,0,0,0,0,0,0
8157,0,0,0,0,0,9.4,0,0,0,0,0,0,0,0,0,0,0,0,10.21,0,0,0,80.38,0,0,0,0,0,0.0100000000000051
1591,0,0,0,0,0,14.14,0,0,0,0,0,0,0,0,0,0,0,0,10.13,0,0,0,75.72,0,0,0,0,0,0.0100000000000051
315,0,0,0,0,0,9.32,0,0,0,0,0,0,0,0,0,0,0,0,20.46,0,0,0,70.21,0,0,0,0,0,0.0100000000000051
871,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,20.34,0,0,0,74.94,0,0,0,0,0,0.019999999999996
3234,0,9.9,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,0,0,69.6,0,0,0,0,0,0
6467,0,20.22,0,0,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,16.01,0,0,0,58.95,0,0,0,0,0,0.019999999999996
1044,0,0,0,0,0,9.42,0,0,0,0,0,0,0,0,0,0,0,0,15.24,0,0,0,75.32,0,0,0,0,0,0.0200000000000102
3234,0,3.4,0,0,0,4.6,0,0,0,0,0,0,2,0,0,0,0,0,13.11,0,0,0,76.87,0,0,0,0,0,0.019999999999996
4580,0,1,0,0,0,7,0,0,0,0,0,0,2.5,0,0,1,0,0,10,0,0,0,78.5,0,0,0,0,0,0
5697,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,79,0,0,0,0,0,0
1042,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.5,0,0,0,75.5,0,0,0,0,0,0
1117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,76,0,0,0,0,0,0
6180,0,1.4,14.9,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,3.3,0,0,0,74,0,0,0,0,0,6.25
4489,0,1.39,16.89,0,0,0.09,0,0,0,0,0,0,1.49,0,0,0.39,0,0,3.79,0,0,0,75.87,0,0,0,0,0,0.0899999999999892
7979,0,2.99,14.89,0,0,0.59,0,0,0,0,0,0,2.59,0,0.19,0.39,0,0,2.89,0,0,0,75.28,0,0,0,0,0,0.189999999999998
1735,0,1.99,0,0,0,9.89,0,0,0.21,0,0,0,1.49,0,0,0.29,0,0,10.99,0,0,0,73.93,0,0,0,0,0,1.20999999999999
854,0,0.2,2,0,0,1.2,0,0,0.12,0,0,0,0.3,0,0,4,0,0,17.01,0,0,0,74.05,0,0,0,0,0,1.12
1563,0,0.2,0,0,0,10.02,0,0,0.16,0,0,0,0.3,0,0,3.2,0,0,11.02,0,0,0,74.15,0,0,0,0,0,0.949999999999989
4675,0,2,2,0,0,1,0,0,0.15,0,0,0,1.5,0,0,4,0,0,11,0,0,0,77.23,0,0,0,0,0,1.11999999999999
5495,0,1.97,1.97,0,0,0.98,0,0,0.14,0,0,0,1.48,0,0,3.95,0,0,10.87,0,0,0,77.5,0,0,0,0,0,1.14
1713,0,2,2,0,0,9.11,0,0,0.17,0,0,0,0.3,0,0,0.3,0,0,11.01,0,0,0,74.11,0,0,0,0,0,1
1322,0,2,0,0,0,1,0,0,0.11,0,0,0,1.5,0,0,3.2,0,0,17.02,0,0,0,74.12,0,0,0,0,0,1.05
1815,0,1,0.95,0,0,3.4,0,0,0.15,0,0,0,0.85,0,0,2.1,0,0,13.7,0,0,0,76.74,0,0,0,0,0,1.11
10296,0,1.99,0,0,0,1.69,0,0,0.14,0,0,0,0.29,0,0,3.99,0,0,10.97,0,0,0,79.82,0,0,0,0,0,1.11
854,0,0.19,1.99,0,0,1.19,0,0,0.2,0,0,0,0.29,0,0,3.98,0,0,16.95,0,0,0,73.81,0,0,0,0,0,1.39999999999999
854,0,0.19,1.99,0,0,1.19,0,0,0.22,0,0,0,0.29,0,0,3.99,0,0,16.99,0,0,0,73.97,0,0,0,0,0,1.17
1563,0,0.19,0,0,0,9.99,0,0,0.17,0,0,0,0.29,0,0,3.19,0,0,10.99,0,0,0,73.94,0,0,0,0,0,1.23999999999999
1563,0,0.2,0,0,0,10.01,0,0,0.19,0,0,0,0.3,0,0,3.2,0,0,11.01,0,0,0,74.07,0,0,0,0,0,1.02000000000001
4675,0,1.99,1.99,0,0,0.99,0,0,0.2,0,0,0,1.49,0,0,3.99,0,0,10.99,0,0,0,77.13,0,0,0,0,0,1.23
1322,0,1.99,0,0,0,0.99,0,0,0.21,0,0,0,1.49,0,0,3.19,0,0,16.97,0,0,0,73.89,0,0,0,0,0,1.27
1815,0,1,0.95,0,0,3.4,0,0,0.19,0,0,0,0.85,0,0,2.1,0,0,13.7,0,0,0,76.72,0,0,0,0,0,1.09
1083,0,0.59,0,0,0,9.93,0,0,0.19,0,0,0,0.29,0,0,2.08,0,0,12.02,0,0,0,73.51,0,0,0,0,0,1.39
1745,0,1,0,0,0,4.4,0,0,0.2,0,0,0,1.5,0,0,4,0,0,13.51,0,0,0,74.18,0,0,0,0,0,1.20999999999999
1885,0,1,0,0,0,3.5,0,0,0.17,0,0,0,1.5,0,0,3.7,0,0,13.9,0,0,0,75.1,0,0,0,0,0,1.13000000000001
1627,0,1,1,0,0,3.5,0,0,0.2,0,0,0,1.5,0,0,2.1,0,0,13.9,0,0,0,75.74,0,0,0,0,0,1.06
1492,0,1,0,0,0,3.5,0,0,0.2,0,0,0,1.5,0,0,2.1,0,0,14.71,0,0,0,75.77,0,0,0,0,0,1.22
418,0,0.99,0,0,0,3.49,0,0,0.17,0,0,0,1.49,0,0,1.79,0,0,14.89,0,0,0,75.97,0,0,0,0,0,1.20999999999999
957,0,0.99,0,0,0,3.09,0,0,0.17,0,0,0,1.49,0,0,0.39,0,0,16.47,0,0,0,75.98,0,0,0,0,0,1.42
1280,0,1,0,0,0,3,0,0,0.18,0,0,0,1.5,0,0,0.4,0,0,15.61,0,0,0,77.09,0,0,0,0,0,1.22
1072,0,0.5,0,0,0,2,0,0,0.18,0,0,0,0.5,0,0,0.4,0,0,17.02,0,0,0,78.09,0,0,0,0,0,1.31
5234,0,2.87,0,9.58,0,6.7,0,0,0,0,0,0,6.51,0,0,4.79,0,0,4.31,0,0,0,57.28,0,0,0,0,7.66,0.299999999999997
3831,0,3.83,0,9.58,0,7.66,0,0,0,0,0,0,6.51,0,0,4.79,0,0,4.31,0,0,0,57.17,0,0.2,0,0,5.75,0.200000000000003
4217,0,4.92,0,8.85,0,7.86,0,0,0,0,0,0,6.4,0,0,4.92,0,0,3.94,0,0,0,58.75,0,0,0,0,3.94,0.420000000000002
3573,0,2.03,0,10.16,0,5.58,0,0,0,0,0,0,6.6,0,0,4.06,0,0,4.06,0,0.3,0,60.81,0,0.3,0,0,6.1,0
4735,0,2.02,0,10.11,0,5.55,0,0,0,0,0,0,8,0,0,4.03,0,0,3.03,0,0.3,0,60.58,0,0.3,0,0,6.05,0.0300000000000011
4584,0,1.01,0,10.11,0,5.56,0,0,0,0,0,0,8,0,0,4.04,0,0,3.03,0,0.3,0,60.48,0,0.2,0,0,7.07,0.200000000000003
1134,0,1.99,0,0,0,7.98,0,0,0,0,0,0,0.99,0,0,3.99,0,0,12.47,0,0,0,72.35,0,0.19,0,0,0,0.0400000000000063
349,0,4.67,3.54,29.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.62,0,0,19.86,0,0,0.820000000000007
1019,0,13,0,6,0,9,0,0,0,0,0,0,0,0,2,2,0,0,8,0,0,0,55,0,0,0,0,5,0
5509,0,10,0,3,0,9,0,0,0,0,0,0,6,0,0,4,0,0,4,0,0,0,58,0,0.2,3.8,0,2,0
4257,0,7.11,0,8.11,0,4.76,0,0,0,0,0,0,6.37,0,0,1.93,0,0,4.02,0,0,0,57.68,0,0,6.85,0,3.13,0.0400000000000063
5273,0,5.54,0,11.88,0,3.36,0,0,0,0,0,0,10.49,0,0,4.95,0,0,0,0,0,0,56.63,0,0.19,4.95,0,1.98,0.0300000000000011
130,0,5.6,0,11.4,0,1.4,0,0,0,0,0,0,9.4,0,0,2.9,0,0,1,0,0,0,53.8,0,0,4.3,0,0,10.2
10,0,13.76,0,0,0,14.19,0,0,0,0,0,0,0,0,3.02,10.2,0,0,0,0,0,0,50.71,0,0,0,0,0,8.12
5,0,0,0,0,0,17.38,0,0,0,0,0,0,0,5.04,8.33,0,0,0,0,0,0,0,44.69,0,0,0,0,7.63,16.93
10,0,3.54,0,0,0,13.64,0,0,0,0,0,0,0,0,4.67,9.8,0,0,4.3,0,0,0,45.95,0,0,0,0,0,18.1
10,0,3.55,0,0,0,10.76,0,0,0,0,0,0,0,0,5.21,10.54,0,0,3.24,0,0,0,47.16,0,0,0,0,0,19.54
10,0,3.6,0,0,0,13.86,0,0,0,0,0,0,0,0,5.27,10.67,0,0,4.37,0,0,0,46.68,0,0,0,0,0,15.55
10,0,1.81,0,0,0,13,0,0,0,0,0,0,0,0,6.39,9.34,0,0,5.52,0,0,0,48.23,0,0,0,0,0,15.71
49,0,9.8,0,0,0,7.19,0,0,0,0,0,0,0,0,5.74,3.87,0,0,0,0,0,0,55.88,0,0,0,7.24,0,10.28
47,0,13.52,0,0,0,4.13,0,0,0,0,0,0,0,0,8.36,1.78,0,0,0,0,0,0,48.69,0,0,0,19.96,0,3.56
10,0,6.55,0,0,0,0.9,0,0,0,0,0,0,0,0,9.6,2.59,0,0,7.96,0,0,0,43.44,0,0,0,3.62,9.9,15.44
1359,0,0.6,0,0,0,8.4,0,0,0,0,0,0,0.2,0,0,3.6,0,0,13.1,0,0,0,73.6,0,0,0,0,0,0.5
936,0,0.6,0,0,0,9.65,0,0,0,0,0,0,0.2,0,0,3.9,0,0,13.7,0,0,0,71.5,0,0,0,0,0,0.450000000000003
684,0,1.6,0,0,0,8.7,0,0,0,0,0,0,0.9,0,0,4,0,0,15,0,0,0,69.3,0,0.2,0,0,0,0.299999999999997
882,0,1.7,0,0,0,9.2,0,0,0,0,0,0,0.8,0,0,4.2,0,0,13,0,0,0,70.6,0,0.2,0,0,0,0.300000000000011
1413,0,1.7,0,0,0,9.2,0,0,0,0,0,0,0.8,0,0,4.2,0,0,11,0,0,0,72.6,0,0.2,0,0,0,0.300000000000011
1778,0,1.7,0,0,0,9.2,0,0,0,0,0,0,0.8,0,0,4.2,0,0,10,0,0,0,73.6,0,0.2,0,0,0,0.300000000000011
2347,0,1.7,0,0,0,9.2,0,0,0,0,0,0,0.8,0,0,4.2,0,0,9,0,0,0,74.6,0,0.2,0,0,0,0.300000000000011
1585,0,16,0,0,0,19,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,53.8,0,0.2,0,0,0,4
3162,0,15,0,0,0,18,0,0,0,0,0,0,1,0,0,3,0,0,2,0,0,0,57.8,0,0.2,0,0,0,3
1905,0,14.8,0,0,0,16,0,0,0,0,0,0,2,0,0,3,0,0,2.9,0,0,0,55.6,0,0.2,0,0,0,5.5
1288,0,14.8,0,0,0,11,0,0,0,0,0,0,2.2,0,0,7.3,0,0,3.1,0,0,0,53.8,0,0.1,0,0,0,7.7
1175,0,14.8,0,0,0,11,0,0,0,0,0,0,2.2,0,0,8,0,0,3.1,0,0,0,53.1,0,0.1,0,0,0,7.7
2239,0,14.7,0,0,0,15.9,0,0,0,0,0,0,3.2,0,0,3.3,0,0,2.5,0,0,0,55.5,0,0.1,0,0,0,4.8
2089,0,14.8,0,0,0,9,0,0,0,0,0,0,1.7,0,0,7.3,0,0,3.2,0,0.1,0,55.6,0,0.1,0,0,0,8.2
3164,0,14.8,0,0,0,16,0,0,0,0,0,0,4.3,0,0,1.1,0,0,1.9,0,0.1,0,57,0,0.1,0,0,0,4.7
1660,0,9,0,0,0,19.3,0,0,0,0,0,0,1.2,0,0,3.9,0,0,3.7,0,0.6,0,56.2,0,0.2,0,0,0,5.89999999999999
2089,0,9,0,0,0,17,0,0,0,0,0,0,2.2,0,0,3.3,0,0,3.1,0,0,0,61.6,0,0.1,0,0,0,3.7
2089,0,9,0,0,0,17,0,0,0,0,0,0,0.8,0,0,4,0,0,2,0,0,0,62,0,0.2,0,0,0,5
1288,0,14.91,0,0,0,10.41,0,0,0,0,0,0,2.3,0,0,7.4,0,0,2.9,0,0.3,0,53.35,0,0,0,0,0,8.42999999999999
1288,0,14.7,2.6,0,0,9.2,0,0,0,0,0,0,1.4,0,0,6.8,0,0,3.6,0,0.2,0,53,0,0,0,0,0,8.5
1230,0,15.9,2.5,0,0,9.2,0,0,0,0,0,0,1.7,0,0,6.8,0,0,3.5,0,0.2,0,51.6,0,0,0,0,0,8.59999999999999
948,0,13.2,0,0,0,12.9,0,0,0,0,0,0,0.8,0,0,4.5,0,0,1.5,0,0.2,0,56,0,0.4,0,0,0,10.5
1001,0,2.2,0,0,0,0,0,0,0,0,0,0,7.51,0,0,0,0,0,6.91,0,0,0,61.79,0,0,0,0,0,21.59
622,0,4.7,2.4,8.1,0,2.66,0,0,0,0,0,0,7,0,1.3,0,0,0,7.4,0,0,0,66.1,0,0,0,0,0,0.340000000000003
987,0,3.4,0,8.89,0,1.9,0,0,0,0,0,0,5,0,1.2,1.3,0,0,7.5,0,0,0,67.8,0,0,3,0,0,0.0100000000000051
1018,0,4.69,1.8,8.79,0,2.7,0,0,0,0,0,0,9.29,0,1.3,0,0,0,5.3,0,0,0,66.09,0,0,0,0,0,0.039999999999992
1089,0,4.7,1.3,8,0,3,0,0,0,0,0,0,10.1,0,1.3,2.1,0,0,4.8,0,0,0,64.7,0,0,0,0,0,0
1489,0,19.78,0,0,0,30.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.09,0,0,0,0,0,0.019999999999996
539,0,15.45,8.96,0,0,15.86,0,0,0,0,0,0,0,0,0,4.94,0,0,0,0,0,0,54.76,0,0,0,0,0,0.0300000000000011
595,0,16,12,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0
938,0,7.82,0,0,0,7.82,0,0,0,0,0,0,1.95,0,0,2.73,0.19,0,10.76,0,0,0,63.6,0,0.19,0,0,0,4.94
938,0,8.01,0,1.58,0,7.61,0,0,0,0,0,0,1.97,0,0,3.26,0.19,0,10.48,0,0,0,59.74,0,0.39,0,0,3.06,3.70999999999999
9514266176,0,0.17,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.24,0,97.08,0,0,0,0,0,0.0100000000000051
47,0,9.5,0,0,0,21,0,0,18,0,0,0,0,0,0,11,0,0,0,0,0,0,40.5,0,0,0,0,0,0
72,0,9.21,0,0,0,20.36,2.99,0,17.45,0,0,0,0,0,0,10.66,0,0,0,0,0,0,39.28,0,0,0,0,0,0.0499999999999972
159,0,9.02,0,0,0,19.94,4.99,0,17.09,0,0,0,0,0,0,10.44,0,0,0,0,0,0,38.47,0,0,0,0,0,0.0499999999999972
15,0,16.3,0,0,0,33.3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4,0,0,0,0,0,0
22,0,15.2,0,0,0,31,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8,0,0,0,0,0,0
68,0,13.6,0,0,0,27.6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8,0,0,0,0,0,0
42,0,17.4,0,0,0,23.8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8,0,0,0,0,0,0
15,0,13.8,0,0,0,35.8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,32.4,0,0,0,0,0,0
121,0,16.3,0,0,0,33.3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4,0,0,0,0,0,0
8,0,13.9,0,0,0,28.3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8,0,0,0,0,0,0
10,0,11.7,0,0,0,23.8,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,0,0,0,0,0
10,0,12.15,0,0,0,14,0,0,31.63,0,0,0,0,0,0,2.51,0,0,0,0,0,0,29.44,0,0,0,0,0,10.27
118,0,14.34,0,0,0,29.87,0,0,9,0,0,0,0,0,0,2.86,0,0,0,0,0,0,42.44,0,0,0,0,0,1.48999999999999
133,0,18.35,0,0,0,17.43,0,0,6.77,0,0,0,0,0,0,3.25,0,0,0,0,0,0,52.03,0,0,0,0,0,2.17
34,0,13.92,0,0,2.94,28.99,0,0,8.73,0,0,0,0,0,0,2.78,0,0,0,0,0,0,41.19,0,0,0,0,0,1.45
25,0,13.52,0,0,5.71,28.16,0,0,8.48,0,0,0,0,0,0,2.7,0,0,0,0,0,0,40.01,0,0,0,0,0,1.42
20,0,13.15,0,0,8.33,27.38,0,0,8.25,0,0,0,0,0,0,2.63,0,0,0,0,0,0,38.9,0,0,0,0,0,1.36
55,0,14.2,0,0,0,29.57,0,0,8.91,0,0,0,0,0,0,2.84,0,0,1,0,0,0,42.01,0,0,0,0,0,1.47
37,0,14.06,0,0,0,29.28,0,0,8.82,0,0,0,0,0,0,2.81,0,0,1.98,0,0,0,41.6,0,0,0,0,0,1.45
30,0,13.78,0,0,0,28.71,0,0,8.65,0,0,0,0,0,0,2.75,0,0,3.88,0,0,0,40.79,0,0,0,0,0,1.44
6,0,7.39,0,0,0,10.6,0,0,25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,32.54,0,0,0,0,0,23.7
4,0,8.64,0,0,0,13.96,0,0,30.67,0,0,0,0,0,0,0,0,0,0,0,0,0,32.58,0,0,0,0,0,14.15
5,0,6.6,0,0,0,14.2,0,0,30.54,0,0,0,0,0,0,0,0,0,0,0,0,0,33.15,0,0,0,0,0,15.51
2,0,5.7,0,0,0,16.89,0,0,30.35,0,0,0,0,0,0,0,0,0,0,0,0,0,33.78,0,0,0,0,0,13.28
3,0,7.23,0,0,0,15.11,0,0,32.05,0,0,0,0,0,0,0,0,0,0,0,0,0,31.27,0,0,0,0,0,14.34
3,0,5.95,0,0,0,14.24,0,0,32.14,0,0,0,0,0,0,0,0,0,0,0,0,0,29.93,0,0,0,0,0,17.74
4,0,5.19,0,0,0,14.17,0,0,34.73,0,0,0,0,0,0,0,0,0,0,0,0,0,28.24,0,0,0,0,0,17.67
2,0,5.71,0,0,0,13.98,0,0,35.22,0,0,0,0,0,0,0,0,0,0,0,0,0,28.42,0,0,0,0,0,16.67
12307,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0,0,0,0,0,0,0,0,0,55.86,0,0,0,0,0,27.94
1158,0,0,0,0,0,0,0,0,0,0,0,0,19.8,0,0,0,0,0,0,0,0,0,45.42,0,0,0,0,0,34.78
127,0,0,0,0,0,0,0,0,0,0,0,0,24.58,0,0,0,0,0,0,0,0,0,30.35,0,0,0,0,0,45.07
16613152,0,15.67,0,0,0,2.11,0,0,0,0,0,0.02,3.81,0,0,0,0,0,4.42,0,0,0,73.95,0,0,0,0,0,0.019999999999996
4796127,0,17.21,0,0,0,3.97,0,0,0,0,0,0.01,3.48,0,0,0,0,0,4.17,0,0,0,71.13,0,0,0,0,0,0.0300000000000011
337663,0,23.02,0,0,0,8.67,0,0,0,0,0,0.01,1.89,0,0,0,0,0,2.59,0,0,0,63.79,0,0,0,0,0,0.0300000000000011
86228,0,27.24,0,0,0,13.32,0,0,0,0,0,0.02,1.5,0,0,0,0,0,1.6,0,0,0,56.3,0,0,0,0,0,0.0200000000000102
2819,0,12.35,0,0,0,17.07,0,0,1.19,0,0,0,3.38,0,0,0.95,0,0,3.28,0,0.09,0,60.4,0,0,0,0,0,1.29000000000001
1907,0,11.34,0,0,0,15.79,0,0,1.1,0,0,0,3.13,0,0,0.89,0,0,3.14,0,0.16,0,55.87,0,0,7.41,0,0,1.17
2240,0,11.83,0,4.79,0,16.34,0,0,1.13,0,0,0,3.24,0,0,0.31,0,0,3.14,0,0.17,0,57.82,0,0,0,0,0,1.23
25,0,0,29.5,0,0,0,0,0,0,0,0,0,30.6,0,0,0,0,0,0,0,0,0,39.89,0,0,0,0,0,0.00999999999999091
7,0,0,39.37,0,0,0,0,0,0,0,0,0,26.63,0,0,0,0,0,0,0,0,0,33.98,0,0,0,0,0,0.0200000000000102
2915,0,0,0,0,0,0,0,0,0,0,0,0,28.15,0,0,0,0,0,0,0,0,0,71.84,0,0,0,0,0,0.00999999999999091
85,0,0,20.23,0,0,0,0,0,0,0,0,0,27.37,0,0,0,0,0,0,0,0,0,52.38,0,0,0,0,0,0.019999999999996
561,0,4.1,0,0,0,5.2,0,0,0,0,0,0,1.1,0,0,1.8,0,0,6.4,0,0,0,52.9,0,0,0,0,0,28.5
1003,0,1.89,0,9.4,0,0,0,0,0,0,0,0,7.52,0,0,0,0,0,7.51,0,0,0,62.03,0,0,9.3,0,1.4,0.950000000000003
34106,0,2.6,11.81,0,0,0.9,0,0,0,0,0,0,0.5,0,0,0,0,0,3.8,0,0,0,80.36,0,0,0,0,0,0.0300000000000011
1006,0,4.14,0.56,0,0,8.2,0,0,0,0,0,0,2.29,0,0,0.58,0,0,12.59,0,0,0,70.31,0,0,0,0,0,1.33
38,0,0,27.03,0,0,0,0,0,0,0,0,0,9.52,0,5.11,0,0,0,0,0,0,0,58.32,0,0,0,0,0,0.019999999999996
419,0,5.76,7.87,0,0,3.17,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,50.95,0,0,0,0,0,25.25
1291,0,9.27,6.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,0,0,40.98,0,0,0,0,0,40.61
940,0,10,6.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.08,0,0,0,44.22,0,0,0,0,0,32.87
731,0,10.86,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,0,0,0,48.02,0,0,0,0,0,23.81
604,0,11.88,8.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.45,0,0,0,52.53,0,0,0,0,0,13.03
389,0,13.11,8.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.93,0,0,0,57.98,0,0,0,0,0,0.0300000000000011
1472,0,10.89,7.44,0,0,2.99,0,0,0,0,0,0,0,0,0,0,0,0,6.62,0,0,0,48.17,0,0,0,0,0,23.89
1098,0,11.92,8.14,0,0,3.28,0,0,0,0,0,0,0,0,0,0,0,0,10.87,0,0,0,52.71,0,0,0,0,0,13.08
1816,0,10.93,7.46,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,3.32,0,0,0,48.32,0,0,0,0,0,23.96
1317,0,11.96,8.17,0,0,6.58,0,0,0,0,0,0,0,0,0,0,0,0,7.27,0,0,0,52.89,0,0,0,0,0,13.13
2186,0,12.01,8.2,0,0,9.9,0,0,0,0,0,0,0,0,0,0,0,0,3.65,0,0,0,53.08,0,0,0,0,0,13.16
536,0,2.34,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.48,0,0,0,0,0,51.38
492,0,2.75,5.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.69,0,0,0,48.71,0,0,0,0,0,36.21
569,0,5.85,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.68,0,0,0,51.79,0,0,0,0,0,25.68
1776,0,11.07,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.09,0,0,0,48.92,0,0,0,0,0,24.26
838,0,5.97,4.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9,0,0,0,52.85,0,0,0,0,0,26.2
